ID,Name,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
131024,JOE ADAMS,5,27,27,59,44,12,3,5,0,.949,2.13,0.7,1.054,0,0,237.0,0,0,90.7%,43,39,87.5%,8,7,100.0%,4,4,66.7%,3,2,50.0%,2,1,0,0.0,0.0
124649,ELLIS ALEXANDER,5,4,4,13,13,0,0,2,0,1.000,3.34,0.3,1.032,0,0,35.0,0,0,100.0%,7,7,83.3%,6,5,0.0%,0,0,0.0%,0,0,100.0%,1,1,0,0.0,0.0
126258,JOHN ALFORD,5,40,40,105,76,24,5,8,0,.952,2.49,-0.7,.997,0,0,361.0,0,0,97.2%,71,69,85.0%,20,17,75.0%,8,6,25.0%,8,2,22.2%,9,2,0,0.0,0.0
124673,CRISTO ALVARADO,5,40,33,77,53,23,1,3,0,.987,2.58,2.3,1.049,0,0,265.1,0,0,100.0%,40,40,75.0%,16,12,83.3%,12,10,60.0%,10,6,83.3%,6,5,1,0.0,0.0
127929,HENRY AUSTIN,5,15,5,20,18,2,0,1,0,1.000,2.76,0.9,1.032,0,0,65.1,0,0,100.0%,10,10,100.0%,6,6,100.0%,2,2,100.0%,1,1,50.0%,2,1,0,0.0,0.0
126850,MATT BLAND,5,5,5,4,3,1,0,1,0,1.000,1.21,-0.4,1.032,0,0,29.2,0,0,80.0%,5,4,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
124522,ED BRACY,5,5,5,10,8,2,0,2,0,1.000,2.00,0.2,1.032,0,0,45.0,0,0,100.0%,7,7,100.0%,1,1,66.7%,3,2,0.0%,0,0,0.0%,0,0,1,0.0,0.0
133495,WARNER BROOKS,5,1,0,1,0,1,0,0,0,1.000,4.50,0.0,.000,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133163,BRYAN BROWN,5,1,1,1,1,0,0,1,0,1.000,1.12,0.0,1.032,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133532,ROBERT BROWN,5,7,7,13,11,2,0,3,0,1.000,2.02,0.4,1.032,0,0,58.0,0,0,100.0%,8,8,100.0%,1,1,100.0%,2,2,100.0%,1,1,0.0%,2,0,0,0.0,0.0
131033,JORGE CARDENAS,5,27,27,67,48,14,5,8,0,.925,2.35,-1.5,.941,0,0,237.2,0,0,93.6%,47,44,100.0%,9,9,44.4%,9,4,66.7%,3,2,25.0%,4,1,1,0.0,0.0
131133,ERNESTO CASTELLANOS,5,3,2,6,5,1,0,0,0,1.000,4.50,-0.0,1.032,0,0,12.0,0,0,100.0%,5,5,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
136130,JOSÉ COLLAZO,5,6,5,11,9,2,0,0,0,1.000,2.20,0.2,1.032,0,0,45.0,0,0,100.0%,10,10,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0,0.0,0.0
129522,JONATHAN COLORADO,5,6,6,21,16,1,4,1,0,.810,3.00,-1.7,.869,0,0,51.0,0,0,76.9%,13,10,100.0%,6,6,33.3%,3,1,0.0%,1,0,0.0%,0,0,0,0.0,0.0
133982,BOBBY COOK,5,50,47,126,88,29,9,5,0,.929,2.57,-4.9,.918,0,0,409.1,0,0,90.1%,91,82,89.3%,28,25,75.0%,8,6,25.0%,8,2,12.5%,8,1,1,0.0,0.0
134017,JON COOPER,5,18,0,15,11,3,1,1,0,.933,2.93,-0.2,.953,0,0,43.0,0,0,92.9%,14,13,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127389,FRED CRUZ,5,6,6,7,3,3,1,0,0,.857,1.02,-2.5,.442,0,0,53.0,0,0,62.5%,8,5,100.0%,1,1,0.0%,1,0,0.0%,2,0,0.0%,1,0,0,0.0,0.0
132779,GIL CUMMINS,5,51,49,119,86,24,9,4,0,.924,2.29,-1.5,.941,0,0,432.2,0,0,95.7%,69,66,87.0%,23,20,54.5%,11,6,60.0%,15,9,45.5%,11,5,1,0.0,0.0
125907,JEFFREY DANIELS,5,37,37,108,74,27,7,4,0,.935,2.76,-1.1,.971,0,0,329.2,0,0,90.5%,74,67,94.4%,18,17,76.9%,13,10,80.0%,5,4,16.7%,6,1,2,0.0,0.0
128452,BILL DAVIS,5,36,21,60,46,9,5,4,0,.917,2.20,-2.8,.890,0,0,224.2,0,0,92.3%,39,36,80.0%,10,8,66.7%,9,6,50.0%,4,2,25.0%,8,2,0,0.0,0.0
128397,BEN DENNIS,5,4,4,8,6,1,1,0,0,.875,1.54,-0.8,.885,0,0,41.0,0,0,100.0%,3,3,66.7%,3,2,25.0%,4,1,100.0%,1,1,0.0%,0,0,0,0.0,0.0
133514,LARRY DICKEY,5,49,49,132,97,33,2,7,0,.985,2.74,1.9,1.023,0,0,427.2,0,0,96.8%,95,92,91.7%,24,22,90.0%,10,9,50.0%,8,4,33.3%,6,2,0,0.0,0.0
129926,ANTÓNIO DIÉGUEZ,5,4,4,6,5,1,0,1,0,1.000,2.16,0.1,1.032,0,0,25.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,1,0,0,0.0,0.0
129331,TOMMY DUNCAN,5,3,0,3,2,1,0,0,0,1.000,2.61,0.2,1.032,0,0,10.1,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,50.0%,2,1,0,0.0,0.0
127831,WAYNE DURHAM,5,13,13,34,24,9,1,3,0,.971,2.65,-0.5,.996,0,0,112.0,0,0,96.0%,25,24,100.0%,6,6,50.0%,4,2,33.3%,3,1,0.0%,3,0,0,0.0,0.0
133086,ALOYOSHENKA ELOVIKOV,5,40,39,115,92,22,1,14,0,.991,2.97,1.7,1.043,0,0,346.0,0,0,98.7%,75,74,95.5%,22,21,61.5%,13,8,50.0%,10,5,27.3%,11,3,1,0.0,0.0
126754,CARLOS ENCARNACIÓN,5,50,49,126,84,36,6,5,0,.952,2.54,-0.6,.980,0,0,425.0,0,0,96.6%,89,86,88.2%,17,15,60.0%,10,6,40.0%,10,4,44.4%,9,4,3,0.0,0.0
133535,JEFFREY FOSTER,5,17,5,21,15,5,1,2,0,.952,2.86,0.5,1.032,0,0,63.0,0,0,100.0%,17,17,0.0%,1,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0,0.0,0.0
128605,TYNAN FOX,5,7,7,19,15,3,1,3,0,.947,2.47,-0.2,.975,0,0,65.2,0,0,92.9%,14,13,100.0%,2,2,100.0%,2,2,100.0%,1,1,0.0%,4,0,0,0.0,0.0
126828,ERNESTO FUENTES,5,17,17,36,29,5,2,2,0,.944,2.11,-2.3,.889,0,0,145.1,0,0,81.8%,33,27,75.0%,4,3,100.0%,1,1,50.0%,2,1,50.0%,4,2,0,0.0,0.0
133623,ÁNGEL GALLEGOS,5,8,7,22,17,4,1,2,0,.955,2.85,0.3,.980,0,0,66.1,0,0,93.8%,16,15,100.0%,1,1,100.0%,2,2,100.0%,1,1,40.0%,5,2,0,0.0,0.0
133492,JÚLIO GARCÍA,5,1,0,1,1,0,0,0,0,1.000,9.00,0.1,1.032,0,0,1.0,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
129880,NATHAN GEMB,5,45,44,103,77,23,3,10,0,.971,2.28,0.6,1.032,0,0,394.0,0,0,96.7%,61,59,86.2%,29,25,87.5%,8,7,33.3%,9,3,28.6%,7,2,0,0.0,0.0
128184,KEN GIBSON,5,52,50,98,70,21,7,9,0,.929,1.86,-2.6,.928,0,0,441.1,0,0,88.9%,63,56,92.6%,27,25,85.7%,7,6,40.0%,5,2,33.3%,9,3,1,0.0,0.0
128950,CIPRIANO GONZÁLEZ,5,51,50,123,85,31,7,9,0,.943,2.26,-0.0,.999,0,0,461.0,0,0,92.7%,82,76,95.5%,22,21,73.3%,15,11,0.0%,1,0,40.0%,10,4,1,0.0,0.0
129805,RON GOULDER,5,31,31,96,65,25,6,6,0,.938,2.87,-1.1,.977,0,0,282.2,0,0,90.5%,63,57,92.9%,14,13,72.7%,11,8,62.5%,8,5,20.0%,5,1,3,0.0,0.0
128034,MICHAEL GRANT,5,20,20,52,39,12,1,4,0,.981,2.70,-0.3,.988,0,0,170.0,0,0,94.7%,38,36,90.0%,10,9,50.0%,2,1,75.0%,4,3,0.0%,3,0,1,0.0,0.0
123075,WERNER GREEN,5,3,3,8,6,1,1,0,0,.875,2.52,-1.0,.774,0,0,25.0,0,0,66.7%,3,2,66.7%,3,2,100.0%,2,2,0.0%,1,0,0.0%,0,0,0,0.0,0.0
130084,DAVID HAMILTON,5,2,1,1,1,0,0,0,0,1.000,0.90,0.0,1.032,0,0,10.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133432,JOHNATHAN HARRIS,5,8,8,22,17,5,0,2,0,1.000,2.87,-0.2,.980,0,0,69.0,0,0,100.0%,16,16,100.0%,5,5,50.0%,2,1,0.0%,1,0,0.0%,2,0,0,0.0,0.0
131390,MELVIN HARVEY,5,12,8,24,19,4,1,2,0,.958,2.44,0.0,.942,0,0,85.0,0,0,100.0%,14,14,75.0%,4,3,100.0%,2,2,50.0%,2,1,50.0%,4,2,0,0.0,0.0
125813,MARK HENDERSON,5,8,8,20,16,3,1,0,0,.950,2.27,-0.5,.975,0,0,75.1,0,0,92.3%,13,12,85.7%,7,6,100.0%,1,1,0.0%,1,0,0.0%,1,0,0,0.0,0.0
124293,JAY HENNESSEY,5,5,5,12,8,4,0,0,0,1.000,2.40,0.1,1.032,0,0,45.0,0,0,100.0%,9,9,50.0%,2,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
125725,BRETT HERRING,5,14,10,31,22,8,1,2,0,.968,2.97,0.4,1.032,0,0,91.0,0,0,95.0%,20,19,100.0%,2,2,80.0%,5,4,0.0%,2,0,50.0%,6,3,1,0.0,0.0
129923,KEVIN HOOPER,5,8,1,4,2,2,0,0,0,1.000,1.64,0.1,1.032,0,0,22.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128878,DAMON JOHNSON,5,6,6,21,16,2,3,2,0,.857,3.00,-1.0,.877,0,0,54.0,0,0,85.7%,14,12,100.0%,5,5,0.0%,1,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
129024,WESTON JOHNSTON,5,6,5,14,9,3,2,0,0,.857,2.30,-1.2,.860,0,0,47.0,0,0,85.7%,7,6,66.7%,6,4,100.0%,1,1,0.0%,1,0,0.0%,1,0,0,0.0,0.0
125932,ROGER JONES,5,42,42,116,85,28,3,10,0,.974,2.79,0.8,1.032,0,0,365.0,0,0,95.1%,81,77,93.8%,16,15,57.1%,14,8,50.0%,4,2,44.4%,9,4,1,0.0,0.0
133795,BOB KENMORE,5,33,33,66,47,14,5,5,0,.924,2.08,-4.7,.863,0,0,263.2,0,0,91.1%,45,41,78.6%,14,11,50.0%,10,5,20.0%,5,1,16.7%,6,1,0,0.0,0.0
125695,JOHN KIRKLAND,5,50,50,129,94,32,3,6,0,.977,2.57,0.0,1.022,0,0,441.0,0,0,97.8%,89,87,85.2%,27,23,77.8%,9,7,50.0%,10,5,6.7%,15,1,0,0.0,0.0
132141,RUSTY KROLL,5,33,31,81,58,21,2,4,0,.975,2.46,-0.3,1.000,0,0,289.1,0,0,94.9%,59,56,100.0%,14,14,33.3%,6,2,60.0%,5,3,25.0%,8,2,0,0.0,0.0
125622,BRANDON KUSIK,5,2,0,1,0,1,0,0,0,1.000,2.45,0.0,.000,0,0,3.2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
126222,ERNEST LAMB,5,34,31,84,65,17,2,4,0,.976,2.60,1.2,1.018,0,0,284.0,0,0,98.2%,57,56,91.7%,12,11,76.9%,13,10,75.0%,4,3,22.2%,9,2,0,0.0,0.0
132784,YOHAN LANGLET,5,49,49,123,89,30,4,8,0,.967,2.41,2.1,1.022,0,0,444.0,0,0,95.3%,86,82,94.4%,18,17,80.0%,10,8,71.4%,7,5,75.0%,4,3,1,0.0,0.0
119995,SÉBASTIEN LECOQ,5,33,33,99,77,14,8,8,0,.919,2.86,-1.8,.950,0,0,286.0,0,0,90.3%,72,65,85.7%,14,12,85.7%,7,6,57.1%,7,4,42.9%,7,3,1,0.0,0.0
121336,PETER LEE,5,45,43,131,102,26,3,10,0,.977,2.95,3.7,1.041,0,0,391.0,0,0,96.4%,83,80,96.0%,25,24,100.0%,12,12,66.7%,6,4,41.7%,12,5,3,0.0,0.0
132058,WILFORD LEWIS,5,10,6,17,13,2,2,0,0,.882,2.29,-1.4,.850,0,0,59.0,0,0,83.3%,12,10,66.7%,3,2,100.0%,3,3,0.0%,1,0,0.0%,2,0,0,0.0,0.0
127604,WILBERT LEYLAN,5,1,1,3,3,0,0,0,0,1.000,3.00,0.1,1.032,0,0,9.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
124213,JOSH LLOYD,5,46,46,129,100,27,2,11,0,.984,2.71,2.1,1.042,0,0,422.1,0,0,96.2%,78,75,87.5%,24,21,68.8%,16,11,85.7%,7,6,35.0%,20,7,0,0.0,0.0
125984,JEFF MACINTYRE,5,50,50,161,124,37,0,10,0,1.000,3.25,2.9,1.024,0,0,445.1,0,0,98.2%,113,111,96.6%,29,28,80.0%,15,12,33.3%,3,1,37.5%,8,3,1,0.0,0.0
124793,GARY MANSEL,5,50,50,130,91,37,2,5,0,.985,2.69,4.2,1.063,0,0,428.0,0,0,97.8%,90,88,100.0%,15,15,81.8%,11,9,75.0%,12,9,33.3%,12,4,4,0.0,0.0
120135,SAMUEL MCKENZIE,5,4,3,16,13,1,2,0,0,.875,4.34,-0.4,.963,0,0,29.0,0,0,84.6%,13,11,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,1,0,0,0.0,0.0
124761,BRIAN MCKNIGHT,5,5,5,13,10,3,0,1,0,1.000,2.39,0.4,1.032,0,0,49.0,0,0,100.0%,10,10,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127385,ARCHIE MCWILLIAM,5,7,5,19,14,5,0,1,0,1.000,4.20,0.2,1.032,0,0,40.2,0,0,100.0%,14,14,100.0%,3,3,0.0%,0,0,33.3%,3,1,0.0%,1,0,0,0.0,0.0
121910,DAN MILLER,5,1,1,4,2,2,0,0,0,1.000,4.00,0.2,1.032,0,0,9.0,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127495,MATT MOLLENHAU,5,2,0,2,2,0,0,0,0,1.000,3.60,-0.4,.688,0,0,5.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
125746,RUSTY MUNTER,5,2,1,2,0,2,0,0,0,1.000,1.80,-0.2,1.032,0,0,10.0,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
135581,GLENN NICHOLS,5,48,48,118,85,29,4,5,0,.966,2.49,0.8,1.021,0,0,412.1,0,0,97.5%,79,77,81.0%,21,17,90.9%,11,10,54.5%,11,6,11.1%,9,1,1,0.0,0.0
133563,GORDON O'ROURKE,5,22,22,51,42,6,3,4,0,.941,2.17,-0.7,1.010,0,0,199.0,0,0,92.5%,40,37,80.0%,5,4,62.5%,8,5,60.0%,5,3,0.0%,3,0,1,0.0,0.0
