ID,Name,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
132747,GEORGE ADAMIC,9,42,27,77,1,75,1,0,0,.987,2.52,1.1,1.009,0,0,271.1,0,0,100.0%,56,56,100.0%,9,9,77.8%,9,7,28.6%,7,2,5.3%,19,1,13,0.0,-0.7
130307,CARLOS ALVARADO,9,21,20,37,0,37,0,0,0,1.000,2.02,1.3,1.041,0,0,165.0,0,0,100.0%,27,27,100.0%,4,4,50.0%,4,2,50.0%,2,1,20.0%,15,3,6,0.0,-0.6
131966,MIGUEL ALVERO,9,52,51,103,7,94,2,1,0,.981,2.00,-1.4,.981,0,0,454.2,0,0,100.0%,63,63,87.0%,23,20,53.8%,13,7,33.3%,12,4,0.0%,22,0,32,0.0,3.6
128132,JACK ANDERSON,9,1,0,1,0,1,0,0,0,1.000,4.50,-0.0,.981,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127371,TYNAN BANKS,9,5,5,7,0,7,0,0,0,1.000,1.50,0.0,.981,0,0,42.0,0,0,100.0%,5,5,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,1,0,4,0.0,-0.1
123987,PALMER BARRY,9,5,5,11,0,11,0,0,0,1.000,2.25,-0.8,.900,0,0,44.0,0,0,88.9%,9,8,66.7%,3,2,0.0%,0,0,50.0%,2,1,0.0%,0,0,5,0.0,-0.0
128139,CHARLES BARRÓN,9,50,50,98,5,93,0,0,0,1.000,2.02,0.2,1.004,0,0,437.0,0,0,100.0%,70,70,93.8%,16,15,37.5%,8,3,62.5%,8,5,0.0%,25,0,17,0.0,1.1
131934,DOMINGO BENÍTEZ,9,39,39,95,3,90,2,0,0,.979,2.43,4.4,1.092,0,0,344.0,0,0,100.0%,64,64,92.3%,13,12,44.4%,9,4,66.7%,12,8,16.7%,12,2,23,0.0,1.4
125739,SAL BERRY,9,34,33,60,1,58,1,0,0,.983,1.95,-4.3,.886,0,0,273.0,0,0,91.7%,48,44,75.0%,12,9,66.7%,3,2,28.6%,7,2,6.7%,15,1,15,0.0,2.9
127719,BOB BRADLEY,9,2,2,2,0,2,0,0,0,1.000,0.90,-0.4,.981,0,0,20.0,0,0,100.0%,2,2,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
122194,LYNWOOD BRADLEY,9,5,3,7,0,7,0,0,0,1.000,2.25,0.3,.981,0,0,28.0,0,0,100.0%,4,4,100.0%,1,1,100.0%,1,1,100.0%,1,1,0.0%,2,0,0,0.0,-0.1
130449,ANDREW BURNETT,9,50,50,116,4,109,3,1,0,.974,2.30,2.9,1.050,0,0,442.2,0,0,100.0%,80,80,89.5%,19,17,85.7%,7,6,18.2%,11,2,15.4%,26,4,24,0.0,-0.0
132943,VINCENTE BÓRQUEZ,9,4,3,4,0,4,0,0,0,1.000,1.50,-0.7,.981,0,0,24.0,0,0,100.0%,4,4,0.0%,2,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,0.3
125903,DALE CABR,9,49,48,94,3,88,3,0,0,.968,2.02,-6.4,.909,0,0,404.2,0,0,93.5%,77,72,76.9%,13,10,75.0%,4,3,13.3%,15,2,2.8%,36,1,36,0.0,-0.6
127633,MIKE CANTRELL,9,51,51,117,2,114,1,0,0,.991,2.30,4.7,1.048,0,0,453.0,0,0,100.0%,78,78,100.0%,18,18,55.6%,9,5,47.4%,19,9,22.2%,18,4,26,0.0,0.8
134547,MICHAEL CARR,9,1,1,4,0,4,0,0,0,1.000,4.00,0.7,1.309,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,2,0.0,-0.3
121911,RYAN COLLINS,9,23,7,31,1,30,0,0,0,1.000,3.18,1.3,1.051,0,0,87.2,0,0,100.0%,21,21,100.0%,6,6,100.0%,2,2,100.0%,1,1,0.0%,3,0,2,0.0,0.4
132954,RICARDO CRUZ,9,2,2,4,0,4,0,0,0,1.000,2.00,-0.0,.981,0,0,18.0,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,1,0,1,0.0,-0.0
131041,FRANK DAVIS,9,4,4,7,0,7,0,0,0,1.000,1.49,-0.5,.763,0,0,42.1,0,0,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,1,0,33.3%,3,1,2,0.0,-0.1
128216,JERMAINE DEGE,9,40,39,63,0,63,0,0,0,1.000,1.71,1.8,1.030,0,0,331.0,0,0,100.0%,43,43,100.0%,13,13,50.0%,4,2,42.9%,7,3,15.4%,13,2,15,0.0,3.4
133757,BLAIR DELANEY,9,4,3,3,0,3,0,0,0,1.000,1.00,-1.5,.327,0,0,27.0,0,0,50.0%,2,1,100.0%,2,2,0.0%,2,0,0.0%,0,0,0.0%,1,0,3,0.0,0.5
129694,ANASTASIO DELGADO,9,19,19,40,3,37,0,0,0,1.000,2.19,-0.5,1.009,0,0,164.1,0,0,100.0%,27,27,80.0%,10,8,33.3%,3,1,0.0%,2,0,14.3%,7,1,10,0.0,1.2
125802,PORTER DILLON,9,2,0,4,0,4,0,0,0,1.000,7.20,0.3,.981,0,0,5.0,0,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0,0.0,0.0
123225,GILBERTO DONZELLI,9,9,6,15,0,15,0,0,0,1.000,2.00,-0.2,1.051,0,0,67.2,0,0,100.0%,11,11,80.0%,5,4,0.0%,0,0,0.0%,2,0,0.0%,4,0,2,0.0,0.3
128221,THOMAS DUPRÉ,9,1,0,1,0,1,0,0,0,1.000,1.29,-0.0,.981,0,0,7.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127831,WAYNE DURHAM,9,3,0,5,0,5,0,0,0,1.000,7.50,0.0,.981,0,0,6.0,0,0,100.0%,3,3,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,-0.1
132669,RAFAEL DURÁN,9,26,26,61,0,60,1,0,0,.984,2.30,1.0,.981,0,0,235.0,0,0,97.7%,43,42,100.0%,7,7,80.0%,10,8,100.0%,1,1,22.2%,9,2,20,0.0,-0.2
125168,BUDDY ELLIOTT,9,1,1,4,0,4,0,0,0,1.000,4.00,-0.0,.981,0,0,9.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0.0,0.3
131996,LUIS FERNÁNDEZ,9,3,1,4,0,4,0,0,0,1.000,3.00,0.0,.981,0,0,12.0,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0,0.0,0.3
133535,JEFFREY FOSTER,9,2,1,4,0,4,0,0,0,1.000,3.27,-0.0,.981,0,0,11.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.3
123325,JORGE GARCÍA,9,11,4,14,1,13,0,0,0,1.000,2.68,0.5,1.063,0,0,47.0,0,0,100.0%,10,10,0.0%,0,0,100.0%,3,3,0.0%,2,0,0.0%,0,0,0,0.0,0.3
131000,VÍCTOR GERMÁN,9,2,2,6,0,6,0,0,0,1.000,3.38,0.8,1.472,0,0,16.0,0,0,100.0%,3,3,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,1,0,1,0.0,0.0
133894,JIM GINSBERG,9,6,5,9,0,9,0,0,0,1.000,1.91,-0.9,.883,0,0,42.1,0,0,100.0%,6,6,66.7%,3,2,100.0%,1,1,0.0%,3,0,0.0%,4,0,3,0.0,-0.0
128479,ROBERTO GONZÁLES,9,11,9,21,0,21,0,0,0,1.000,2.51,0.4,1.030,0,0,75.1,0,0,93.3%,15,14,100.0%,5,5,100.0%,1,1,0.0%,0,0,20.0%,5,1,6,0.0,0.7
126357,CLINT GORMAN,9,4,4,9,0,8,1,0,0,.889,2.00,-1.4,.872,0,0,36.0,0,0,83.3%,6,5,75.0%,4,3,0.0%,2,0,0.0%,0,0,0.0%,0,0,1,0.0,0.3
128346,ATRO GREEN,9,17,16,47,0,46,1,0,0,.979,3.09,2.1,1.077,0,0,134.0,0,0,100.0%,34,34,100.0%,7,7,100.0%,2,2,50.0%,4,2,9.1%,11,1,11,0.0,-0.3
122364,JORGE GÓMES,9,9,6,12,0,12,0,0,0,1.000,1.61,-0.5,.981,0,0,67.0,0,0,100.0%,12,12,0.0%,0,0,0.0%,1,0,0.0%,1,0,0.0%,4,0,4,0.0,-0.1
133079,EARNEST HAMILTON,9,5,5,10,0,9,1,0,0,.900,2.02,-1.6,.803,0,0,40.0,0,0,80.0%,10,8,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,1,0,4,0.0,-0.3
121357,FRANK HAMPTON,9,45,44,100,5,95,0,1,0,1.000,2.27,5.4,1.075,0,0,396.0,0,0,100.0%,67,67,100.0%,12,12,85.7%,7,6,53.8%,13,7,23.1%,13,3,26,0.0,1.1
126506,JEFF HAWKINS,9,13,10,16,0,16,0,0,0,1.000,1.78,1.8,1.208,0,0,81.0,0,0,100.0%,7,7,100.0%,6,6,100.0%,1,1,50.0%,2,1,50.0%,2,1,5,0.0,1.2
132308,LLOYD HENDERSON,9,4,2,8,0,8,0,0,0,1.000,3.43,0.4,1.122,0,0,21.0,0,0,100.0%,6,6,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,2,0,1,0.0,-0.1
136055,ARMANDO HERNÁNDEZ,9,21,21,46,1,44,1,0,0,.978,2.14,1.8,1.111,0,0,189.0,0,0,100.0%,33,33,100.0%,7,7,50.0%,2,1,40.0%,5,2,5.9%,17,1,9,0.0,-1.2
131065,ANDREW HERRELL,9,9,7,14,1,13,0,0,0,1.000,2.10,-0.3,.981,0,0,60.0,0,0,100.0%,10,10,100.0%,2,2,50.0%,2,1,0.0%,1,0,0.0%,4,0,1,0.0,0.5
120871,JERRY HINOJOSA,9,4,4,11,0,10,1,0,0,.909,1.86,-2.4,.755,0,0,48.1,0,0,100.0%,9,9,25.0%,4,1,0.0%,1,0,0.0%,0,0,0.0%,6,0,1,0.0,0.7
134275,MATT HOUSE,9,25,22,46,1,45,0,0,0,1.000,2.12,2.5,1.107,0,0,195.0,0,0,100.0%,27,27,100.0%,12,12,50.0%,4,2,25.0%,4,1,27.3%,11,3,10,0.0,1.7
126121,MIKE JACKSON,9,17,17,35,1,34,0,0,0,1.000,2.20,0.3,.981,0,0,143.0,0,0,100.0%,25,25,100.0%,6,6,100.0%,2,2,25.0%,4,1,0.0%,3,0,13,0.0,-0.1
132152,DANNY JACOBS,9,19,19,35,0,33,2,0,0,.943,1.82,1.4,1.080,0,0,163.0,0,0,100.0%,24,24,100.0%,3,3,100.0%,5,5,0.0%,6,0,33.3%,3,1,7,0.0,0.3
131587,AL JOHNSTOUNE,9,3,0,3,0,3,0,0,0,1.000,3.86,-0.7,.736,0,0,7.0,0,0,100.0%,1,1,0.0%,1,0,66.7%,3,2,0.0%,0,0,0.0%,1,0,0,0.0,0.1
129050,KEVIN JONES,9,36,35,71,3,68,0,0,0,1.000,2.05,-4.6,.898,0,0,312.0,0,0,94.3%,53,50,80.0%,15,12,57.1%,7,4,11.1%,9,1,7.7%,13,1,18,0.0,0.9
134872,STEWART JONES,9,45,45,95,3,91,1,0,0,.989,2.13,3.1,1.040,0,0,397.2,0,0,100.0%,68,68,100.0%,10,10,71.4%,7,5,38.5%,13,5,16.7%,18,3,27,0.0,0.3
134510,WELDON JONES,9,6,5,14,0,14,0,0,0,1.000,2.82,0.1,.981,0,0,44.2,0,0,100.0%,10,10,100.0%,2,2,100.0%,2,2,0.0%,1,0,0.0%,2,0,1,0.0,0.1
133574,NAIM KALAJ,9,1,1,3,0,3,0,0,0,1.000,3.38,-0.0,.981,0,0,8.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.1
133312,RAYMOND KLEIN,9,4,4,10,0,10,0,0,0,1.000,2.31,-0.9,.818,0,0,39.0,0,0,100.0%,9,9,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,1,0,1,0.0,-0.0
126866,GARY LEWIS,9,50,50,111,1,110,0,0,0,1.000,2.28,0.1,1.000,0,0,438.2,0,0,98.7%,79,78,100.0%,26,26,62.5%,8,5,0.0%,5,0,4.5%,22,1,21,0.0,0.0
124213,JOSH LLOYD,9,1,0,3,0,3,0,0,0,1.000,5.40,-0.0,.981,0,0,5.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128615,BILL MAGEE,9,14,13,32,0,32,0,0,0,1.000,2.50,0.7,1.047,0,0,115.0,0,0,100.0%,26,26,100.0%,4,4,50.0%,2,1,0.0%,3,0,33.3%,3,1,13,0.0,0.1
128323,DAVID MANN,9,2,0,1,0,1,0,0,0,1.000,3.00,-0.2,.981,0,0,3.0,0,0,0.0%,1,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,1,0.0,-0.2
128976,TOM MARTÍNEZ,9,3,2,6,0,5,1,0,0,.833,1.73,-1.4,.701,0,0,26.0,0,0,83.3%,6,5,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0.0,0.1
121413,RALPH MCCOY,9,36,36,73,0,73,0,0,0,1.000,2.03,2.3,1.040,0,0,323.0,0,0,100.0%,50,50,100.0%,13,13,50.0%,6,3,41.7%,12,5,15.4%,13,2,20,0.0,-1.5
133057,HARRY MCNEELY,9,50,50,108,7,100,1,0,0,.991,2.15,-0.4,1.024,0,0,447.0,0,0,97.4%,76,74,84.2%,19,16,50.0%,10,5,25.0%,12,3,9.5%,21,2,27,0.0,2.5
126859,CRAIG MILLER,9,44,44,86,4,81,1,0,0,.988,2.01,1.4,1.034,0,0,380.2,0,0,98.3%,59,58,100.0%,16,16,66.7%,3,2,33.3%,12,4,5.0%,20,1,25,0.0,1.0
127979,TOM MILLER,9,2,1,3,0,3,0,0,0,1.000,2.45,0.1,.981,0,0,11.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,2,0.0,0.0
126785,BRAD MINCHEY,9,16,7,20,2,18,0,0,0,1.000,2.29,1.0,1.039,0,0,78.2,0,0,100.0%,12,12,100.0%,3,3,100.0%,1,1,50.0%,2,1,50.0%,2,1,8,0.0,1.1
123369,MIKE MINOR,9,23,23,53,2,50,1,0,0,.981,2.36,-0.6,1.002,0,0,198.2,0,0,100.0%,40,40,75.0%,8,6,75.0%,4,3,16.7%,6,1,0.0%,11,0,13,0.0,-0.6
128489,RAY MN,9,29,28,64,4,60,0,0,0,1.000,2.45,-1.3,.948,0,0,234.2,0,0,95.6%,45,43,100.0%,10,10,50.0%,6,3,33.3%,9,3,9.1%,11,1,18,0.0,2.2
122063,BRUNO MULLEN,9,1,0,2,0,2,0,0,0,1.000,6.00,0.0,.981,0,0,3.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.1
125746,RUSTY MUNTER,9,6,6,16,0,16,0,0,0,1.000,3.00,-0.1,.981,0,0,48.0,0,0,100.0%,13,13,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,1,0,4,0.0,0.6
133638,BILL MUNYIGA,9,50,50,98,5,92,1,0,0,.990,1.93,0.8,1.015,0,0,451.1,0,0,98.5%,66,65,93.3%,15,14,57.1%,14,8,37.5%,8,3,11.1%,18,2,25,0.0,0.6
133615,TRENT MURRAY,9,6,0,3,0,3,0,0,0,1.000,3.38,-0.0,.981,0,0,8.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,-0.0
126865,ALBERT NAVA,9,1,1,2,0,2,0,0,0,1.000,2.00,-0.0,.981,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.2
131046,CURT NELSON,9,16,16,31,2,28,1,0,0,.968,2.00,-0.9,.981,0,0,134.2,0,0,100.0%,23,23,75.0%,4,3,0.0%,3,0,40.0%,5,2,0.0%,6,0,8,0.0,0.7
130069,RAY NORRIS,9,26,17,30,0,30,0,0,0,1.000,1.72,1.5,1.090,0,0,157.0,0,0,100.0%,22,22,100.0%,4,4,66.7%,3,2,0.0%,1,0,22.2%,9,2,13,0.0,-0.4
134257,MIKE O'NEAL,9,29,28,64,0,63,1,0,0,.984,2.40,0.6,1.015,0,0,236.0,0,0,100.0%,45,45,100.0%,13,13,75.0%,4,3,12.5%,8,1,5.9%,17,1,22,0.0,3.1
134056,DANIEL OROZCO,9,23,22,51,1,50,0,0,0,1.000,2.32,-1.0,.962,0,0,197.2,0,0,100.0%,35,35,88.9%,9,8,62.5%,8,5,0.0%,10,0,28.6%,7,2,13,0.0,0.0
137191,JESÚS PACHECO,9,2,2,6,0,6,0,0,0,1.000,3.38,-0.2,.981,0,0,16.0,0,0,100.0%,5,5,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,1,0.0,0.2
125685,KENNETH PADGETT,9,16,16,33,0,33,0,0,0,1.000,2.09,0.9,1.047,0,0,142.0,0,0,100.0%,24,24,100.0%,5,5,100.0%,2,2,16.7%,6,1,11.1%,9,1,10,0.0,0.3
122229,ALEXIS PIQUET,9,14,14,26,1,25,0,0,0,1.000,2.09,-1.0,.944,0,0,112.0,0,0,95.7%,23,22,100.0%,2,2,0.0%,0,0,0.0%,4,0,11.1%,9,1,7,0.0,0.0
130060,DAVID PRUEND,9,7,6,8,1,7,0,0,0,1.000,1.21,-0.3,.981,0,0,59.2,0,0,100.0%,6,6,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,3,0,1,0.0,0.4
131744,DAVID PÉREZ,9,6,0,3,1,2,0,0,0,1.000,2.08,0.2,1.963,0,0,13.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,1,0,0,0.0,0.8
134250,JORGE ROBLES,9,27,27,54,2,52,0,0,0,1.000,2.04,0.1,1.001,0,0,238.0,0,0,100.0%,41,41,100.0%,8,8,0.0%,1,0,33.3%,9,3,0.0%,11,0,20,0.0,0.8
128061,ALBERTO RODRÍGUEZ,9,3,2,6,0,6,0,0,0,1.000,2.89,-0.0,.981,0,0,18.2,0,0,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,2,0,2,0.0,0.4
137244,CARLOS ROJAS,9,6,6,9,0,9,0,0,0,1.000,1.40,-0.2,.981,0,0,58.0,0,0,100.0%,8,8,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,2,0,1,0.0,0.0
122612,KELAN ROMANOV,9,3,3,9,0,9,0,0,0,1.000,3.52,0.6,1.145,0,0,23.0,0,0,100.0%,5,5,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,2,0,2,0.0,0.4
125939,NICK ROWLAND,9,4,4,8,0,8,0,0,0,1.000,2.00,-0.9,.763,0,0,36.0,0,0,80.0%,5,4,100.0%,3,3,0.0%,1,0,0.0%,0,0,33.3%,3,1,1,0.0,0.1
136665,KATSUHITO SAKURAI,9,1,0,1,0,1,0,0,0,1.000,4.50,-0.0,.981,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
134007,HÉCTOR SALINAS,9,3,3,8,0,8,0,0,0,1.000,2.57,0.1,.981,0,0,28.0,0,0,100.0%,7,7,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,1,0.0,0.1
