ID,Name,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
132747,GEORGE ADAMIC,8,24,21,59,3,56,0,0,0,1.000,3.20,0.4,1.015,0,0,166.0,0,0,100.0%,32,32,100.0%,12,12,71.4%,7,5,60.0%,10,6,16.7%,6,1,18,0.0,-0.1
135085,DAVE ALLEN,8,3,3,8,0,8,0,0,0,1.000,2.77,-1.0,.783,0,0,26.0,0,0,75.0%,4,3,66.7%,3,2,100.0%,2,2,0.0%,0,0,100.0%,1,1,3,0.0,0.1
129927,PAUL BARTLETT,8,49,49,155,2,151,2,0,0,.987,3.12,5.0,1.026,0,0,441.0,0,0,98.9%,89,88,96.7%,30,29,78.6%,14,11,87.5%,16,14,52.9%,17,9,32,0.0,-0.8
130098,MERLIN BENNETT,8,50,50,147,6,138,3,0,0,.980,2.96,0.9,1.000,0,0,437.2,0,0,98.7%,77,76,100.0%,25,25,78.3%,23,18,73.9%,23,17,10.5%,19,2,42,0.0,-0.8
131934,DOMINGO BENÍTEZ,8,6,6,18,0,18,0,0,0,1.000,2.95,0.0,.927,0,0,55.0,0,0,90.0%,10,9,100.0%,4,4,100.0%,2,2,100.0%,1,1,66.7%,3,2,4,0.0,-0.4
126850,MATT BLAND,8,1,1,4,0,4,0,0,0,1.000,4.00,-0.0,.978,0,0,9.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133983,ALBERT BLANDFORD,8,1,1,5,0,5,0,0,0,1.000,5.62,-0.9,.815,0,0,8.0,0,0,83.3%,6,5,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,2,0.0,0.3
135166,RAY BRADLEY,8,45,45,138,3,135,0,0,0,1.000,3.12,-1.8,.993,0,0,398.0,0,0,98.9%,92,91,94.7%,19,18,71.4%,21,15,61.1%,18,11,0.0%,14,0,37,0.0,-0.4
131033,JORGE CARDENAS,8,2,2,6,0,6,0,0,0,1.000,2.70,-1.2,.839,0,0,20.0,0,0,75.0%,4,3,50.0%,2,1,50.0%,2,1,100.0%,1,1,0.0%,1,0,2,0.0,0.1
134547,MICHAEL CARR,8,6,5,19,0,19,0,0,0,1.000,3.64,-1.3,.885,0,0,47.0,0,0,100.0%,13,13,100.0%,3,3,33.3%,3,1,66.7%,3,2,0.0%,2,0,9,0.0,-0.2
