ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
9863,WIATT RODRIGUEZ,WIATT,RODRIGUEZ,,SEA,A+,28,12,45,45,N,L,Normal,20,20,20,60,45,40,20,55,60,65,7,1,1,1,0,1,0,0,0,-0.3,0,0,8.0,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,-0.0
35093,DAVE ANGULO,DAVE,ANGULO,,MON,AA,25,10,44,46,N,N,Normal,20,20,20,55,55,65,50,45,50,60,7,1,0,1,0,1,0,0,0,-0.0,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
25412,STIG WOODS,STIG,WOODS,,CLE,AA,27,8,44,46,N,H,Normal,20,20,20,30,40,55,40,45,50,65,7,9,9,12,0,12,0,0,0,-2.1,0,0,85.0,0,0,91.7%,12,11,0.0%,2,0,0.0%,1,0,50.0%,2,1,0.0%,5,0,6,0.0,-0.2
22576,YORDENI APONTE,YORDENI,APONTE,,OAK,AAA,29,11,40,40,N,N,Normal,20,20,20,50,40,60,20,65,55,70,7,5,5,11,1,10,0,0,0,-0.2,0,0,42.0,0,0,100.0%,7,7,100.0%,2,2,0.0%,1,0,100.0%,1,1,0.0%,4,0,2,0.0,0.2
32456,DEL COSTA,DEL,COSTA,,WAS,AAA,26,8,46,46,H,N,Sparkplug,20,25,20,25,30,55,20,55,45,70,7,21,20,39,1,38,0,0,0,-0.5,0,0,173.2,0,0,96.4%,28,27,100.0%,4,4,60.0%,5,3,50.0%,4,2,25.0%,8,2,5,0.0,-0.4
32880,RAÚL DELGADO,RAÚL,DELGADO,,HOU,AAA,25,11,37,39,L,N,Normal,20,20,20,55,65,60,55,50,60,50,7,2,0,2,0,2,0,0,0,-0.0,0,0,6.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
37668,O.J. EDWARDS,O.J.,EDWARDS,,CWS,AAA,26,3,49,56,N,N,Normal,20,20,20,25,20,40,20,60,55,50,7,6,6,11,0,11,0,0,0,0.5,0,0,52.0,0,0,100.0%,10,10,0.0%,0,0,0.0%,0,0,0.0%,0,0,50.0%,2,1,6,0.0,0.1
36162,ROGÉRIO GUZMAN,ROGÉRIO,GUZMAN,,TB,AAA,23,9,39,46,H,N,Captain,20,20,20,25,25,55,20,45,55,70,7,3,2,7,0,7,0,0,0,-0.7,0,0,28.0,0,0,100.0%,6,6,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,2,0,1,0.0,-0.2
14079,TRENT HUTCHINS,TRENT,HUTCHINS,,CIN,AAA,27,8,41,42,H,H,Normal,20,20,20,50,50,50,20,50,55,65,7,2,2,6,0,6,0,0,0,-0.1,0,0,17.2,0,0,100.0%,4,4,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,-0.2
37509,NATHAN LEWIN,NATHAN,LEWIN,,HOU,AAA,24,3,37,46,H,H,Normal,20,20,25,50,45,35,50,65,55,50,7,17,15,26,0,26,0,0,0,0.5,0,0,135.1,0,0,100.0%,21,21,75.0%,4,3,0.0%,0,0,50.0%,2,1,25.0%,4,1,11,0.0,-0.2
