ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
9863,WIATT RODRIGUEZ,WIATT,RODRIGUEZ,,SEA,A+,28,12,45,45,N,L,Normal,20,20,20,60,45,40,20,55,60,65,3,1,0,3,0,3,0,0,0,0.0,0,0,2.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
25412,STIG WOODS,STIG,WOODS,,CLE,AA,27,8,44,46,N,H,Normal,20,20,20,30,40,55,40,45,50,65,3,3,1,11,1,10,0,0,0,-0.0,0,0,10.0,0,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
38854,SILVANO BACA,SILVANO,BACA,,SF,AAA,25,2,37,65,N,N,Normal,20,20,25,55,60,50,60,30,65,40,3,1,0,7,0,7,0,1,0,0.0,0,0,8.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
18647,XANDER BERGER,XANDER,BERGER,,TOR,AAA,27,11,39,39,H,N,Normal,20,20,20,55,60,60,65,40,65,55,3,1,1,6,0,6,0,0,0,-0.1,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
35082,JOE BLACKMON,JOE,BLACKMON,,MIL,AAA,26,10,40,46,N,N,Selfish,20,20,20,50,50,70,40,25,50,60,3,7,0,16,1,14,1,1,0,0.2,0,0,15.2,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
14193,AYDIN BLIZZARD,AYDIN,BLIZZARD,,PIT,AAA,31,12,47,47,L,N,Unmotivated,20,20,20,40,50,35,25,30,35,25,3,33,31,264,17,247,0,27,0,1.6,0,0,276.1,0,0,100.0%,49,49,100.0%,7,7,60.0%,5,3,50.0%,4,2,0.0%,2,0,0,0.0,0.0
14437,KYLE FALZONE,KYLE,FALZONE,,TEX,AAA,26,8,48,56,N,H,Normal,20,20,20,45,40,35,35,40,50,45,3,23,12,107,6,100,1,12,0,-0.3,0,0,124.0,0,0,85.7%,21,18,100.0%,4,4,0.0%,0,0,0.0%,2,0,100.0%,1,1,0,0.0,0.0
8638,D.J. FREDRICKSON,D.J.,FREDRICKSON,,NYY,AAA,28,12,38,38,N,N,Normal,60,60,55,70,60,55,50,40,55,45,3,26,0,51,1,50,0,7,0,0.5,0,0,65.2,0,0,100.0%,12,12,100.0%,1,1,100.0%,1,1,100.0%,1,1,0.0%,0,0,0,0.0,0.0
37630,KALVIN GREEN,KALVIN,GREEN,,SF,AAA,23,7,47,47,H,N,Normal,20,20,20,50,45,35,45,35,40,25,3,28,20,169,7,162,0,12,0,0.6,0,0,193.2,0,0,100.0%,35,35,100.0%,1,1,100.0%,2,2,0.0%,3,0,0.0%,2,0,2,0.0,0.0
8223,NOLAN GREENE,NOLAN,GREENE,,ARI,AAA,24,9,43,43,N,N,Normal,55,55,65,35,35,55,40,20,50,55,3,1,0,1,0,1,0,0,0,-0.0,0,0,1.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
38777,RORY HARMS,RORY,HARMS,,BOS,AAA,25,3,48,48,N,H,Normal,20,20,20,55,55,35,65,35,60,25,3,29,15,142,3,139,0,14,0,0.3,0,0,150.2,0,0,100.0%,23,23,50.0%,2,1,100.0%,1,1,0.0%,1,0,0.0%,3,0,0,0.0,0.0
14079,TRENT HUTCHINS,TRENT,HUTCHINS,,CIN,AAA,27,8,41,42,H,H,Normal,20,20,20,50,50,50,20,50,55,65,3,1,1,6,0,6,0,2,0,0.0,0,0,9.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
29646,LUCAS JONES,LUCAS,JONES,,WAS,AAA,28,10,30,32,H,N,Normal,65,65,70,35,40,60,30,30,25,60,3,2,0,2,0,2,0,0,0,0.0,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
11571,JOSH KONG,JOSH,KONG,,BAL,AAA,23,8,39,44,H,N,Normal,20,20,20,60,55,60,50,30,30,55,3,17,16,140,7,132,1,12,0,-0.5,0,0,142.0,0,0,93.1%,29,27,100.0%,2,2,100.0%,1,1,50.0%,4,2,0.0%,3,0,2,0.0,0.0
27266,PETE MICHELENA,PETE,MICHELENA,,TOR,AAA,25,11,36,37,H,N,Sparkplug,20,20,20,65,65,75,75,60,70,65,3,1,0,3,0,3,0,0,0,-0.2,0,0,3.0,0,0,100.0%,2,2,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7889,JEREMY OLSON,JEREMY,OLSON,,NYY,AAA,27,8,45,46,N,N,Normal,20,20,20,35,35,50,35,45,45,60,3,1,0,2,0,2,0,0,0,0.0,0,0,1.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
14764,CORY PETERSON,CORY,PETERSON,,SEA,AAA,31,12,45,45,H,N,Normal,20,20,20,40,40,50,20,45,50,70,3,4,2,19,0,18,1,1,0,-0.5,0,0,23.1,0,0,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
21769,HENRI PÉREZ,HENRI,PÉREZ,,BAL,AAA,24,7,41,49,L,L,Unmotivated,20,20,20,30,30,55,20,50,55,70,3,32,29,244,17,225,2,24,0,-2.3,0,0,246.0,0,0,94.1%,51,48,61.5%,13,8,66.7%,6,4,28.6%,7,2,0.0%,3,0,3,0.0,0.0
34104,KYLE ROCHE,KYLE,ROCHE,,CWS,AAA,27,9,45,47,N,L,Normal,20,20,20,25,50,30,45,20,35,25,3,2,1,23,3,20,0,4,0,0.1,0,0,17.1,0,0,100.0%,5,5,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
26512,JOVANNY RUIZ,JOVANNY,RUIZ,,ANA,AAA,23,9,47,48,H,N,Sparkplug,20,20,20,45,45,40,50,45,40,35,3,1,1,8,0,8,0,0,0,0.0,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
9745,J.J. SERNA,J.J.,SERNA,,NYM,AAA,24,9,40,40,H,N,Sparkplug,20,20,20,60,60,45,80,45,35,35,3,9,6,58,1,57,0,4,0,-0.0,0,0,57.0,0,0,100.0%,4,4,100.0%,2,2,0.0%,1,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
34177,LOU SOSA,LOU,SOSA,,BOS,AAA,28,12,48,48,N,N,Normal,20,20,20,30,35,40,25,40,55,45,3,1,1,11,0,11,0,0,0,0.0,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
30875,CHRIS SPURLOCK,CHRIS,SPURLOCK,,ARI,AAA,31,12,33,33,H,N,Normal,20,20,20,20,30,30,20,55,50,45,3,4,0,11,1,10,0,1,0,0.0,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
35152,JACK STOLL,JACK,STOLL,,ANA,AAA,25,10,43,43,H,L,Fan Fav,20,20,20,50,45,35,45,30,35,45,3,86,86,682,38,643,1,61,0,2.9,0,0,774.2,0,0,96.2%,131,126,87.0%,23,20,90.0%,10,9,18.2%,11,2,0.0%,4,0,0,0.0,0.0
10575,LYSANDER WALTERS,LYSANDER,WALTERS,,NYM,AAA,34,18,44,44,H,N,Normal,20,20,20,35,50,60,55,25,35,50,3,13,13,97,5,91,1,8,0,-0.3,0,0,108.0,0,0,92.9%,14,13,0.0%,0,0,0.0%,0,0,50.0%,2,1,0.0%,1,0,0,0.0,0.0
