ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
26433,MARTIN SILVA,MARTIN,SILVA,,PIT,A+,24,7,37,43,N,N,Normal,20,20,20,30,25,60,25,35,30,55,1,3,0,1,1,0,0,0,0,0.0,0,0,2.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
18901,FRANCISCO CALVILLO,FRANCISCO,CALVILLO,,MIN,AA,21,5,35,38,N,H,Prankster,20,20,20,35,25,55,25,20,35,35,1,5,5,1,0,1,0,0,0,0.0,5,1,15.1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
7124,HUDSON CUNNINGHAM,HUDSON,CUNNINGHAM,,HOU,AA,28,12,39,39,N,H,Normal,20,20,20,25,30,65,25,20,50,30,1,4,4,4,2,2,0,0,0,-0.0,2,0,18.1,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
14117,JIMMY KALANI,JIMMY,KALANI,,WAS,AA,31,16,42,42,H,L,Normal,20,20,20,30,20,45,25,25,30,35,1,26,10,1,0,1,0,0,0,-0.2,5,1,28.0,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.5,0.0
34290,EMILIANO MADRID,EMILIANO,MADRID,,DET,AA,22,6,42,42,N,N,Normal,20,20,20,35,30,40,25,30,30,30,1,17,17,13,9,3,1,0,0,0.0,13,1,86.0,0,0,87.5%,8,7,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
22706,IVAN MOREL,IVAN,MOREL,,MON,AA,22,7,43,43,H,N,Normal,20,20,20,30,30,55,30,40,30,35,1,34,1,4,1,3,0,0,0,-0.2,8,1,55.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
27412,CHRISTIAN RIZZO,CHRISTIAN,RIZZO,,MON,AA,29,10,40,40,N,L,Normal,20,20,20,35,30,60,35,35,35,35,1,26,0,3,2,0,1,0,0,0.2,1,1,26.2,0,0,100.0%,1,1,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
35651,CÉSAR BALTAR,CÉSAR,BALTAR,,HOU,AAA,24,10,45,45,N,H,Normal,20,20,20,20,25,55,20,20,30,30,1,31,0,3,1,2,0,0,0,1.2,3,2,40.1,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
32890,RENÉ BRITO,RENÉ,BRITO,,CIN,AAA,29,13,39,39,H,N,Humble,20,20,20,40,25,45,20,30,35,25,1,12,12,8,6,1,1,0,0,0.7,4,1,52.2,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
13553,CYRUS BURNS,CYRUS,BURNS,,TOR,AAA,33,18,35,35,L,N,Outspoken,20,20,20,20,25,55,20,30,20,25,1,30,0,3,1,1,1,0,0,-1.0,6,0,37.0,0,0,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
29122,BRAYDEN CAMPOS,BRAYDEN,CAMPOS,,KCR,AAA,35,16,43,43,H,H,Captain,20,20,20,20,35,60,20,25,25,25,1,22,8,2,0,2,0,0,0,-0.3,5,1,26.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.1,0.0
30088,TY CHAMBERS,TY,CHAMBERS,,BAL,AAA,27,8,43,43,N,N,Normal,20,20,20,30,35,40,30,45,30,25,1,23,0,3,3,0,0,0,0,-1.0,12,0,24.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
31471,AIDEN CHRONOPOULOS,AIDEN,CHRONOPOULOS,,HOU,AAA,28,9,41,42,L,N,Normal,20,20,20,25,30,55,25,25,30,35,1,12,0,2,0,2,0,0,0,-0.4,2,0,15.0,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.5,0.0
19850,JAKE COSTELLO,JAKE,COSTELLO,,MIL,AAA,34,16,42,42,N,N,Normal,20,20,20,20,20,70,20,30,35,25,1,11,11,11,5,6,0,1,0,1.2,8,3,57.2,0,0,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
26347,P.J. DANIELS,P.J.,DANIELS,,FLA,AAA,38,19,42,42,N,N,Fan Fav,20,20,20,25,25,45,20,25,25,20,1,7,4,6,3,3,0,0,0,0.2,1,0,27.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
13648,JAY EGLY,JAY,EGLY,,CLE,AAA,26,11,45,45,N,N,Normal,20,20,20,25,30,50,20,25,30,35,1,6,0,1,1,0,0,0,0,0.0,0,0,9.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
6754,LUKE ENGLE,LUKE,ENGLE,,WAS,AAA,30,14,46,46,H,N,Normal,20,20,20,20,35,45,35,35,25,30,1,20,0,2,2,0,0,0,0,-0.1,2,0,19.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
29010,DEWEY FIERRO,DEWEY,FIERRO,,FLA,AAA,35,17,43,43,N,N,Normal,20,20,20,30,30,50,20,25,25,25,1,16,0,1,1,0,0,0,0,0.2,3,1,17.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
34326,VICENTE GARCÍA,VICENTE,GARCÍA,,CHC,AAA,21,5,45,45,H,N,Normal,20,20,20,30,25,50,20,30,30,30,1,4,0,1,0,1,0,0,0,0.4,1,1,4.2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
15810,RUEBEN GOLD,RUEBEN,GOLD,,NYY,AAA,27,11,39,39,H,N,Normal,20,20,20,45,25,45,20,25,30,35,1,8,0,2,2,0,0,0,0,0.3,2,1,14.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
36040,JUAN JAIMES,JUAN,JAIMES,,FLA,AAA,23,9,44,44,N,H,Normal,20,20,20,40,25,50,20,50,30,25,1,19,0,1,0,1,0,0,0,-0.1,2,0,21.1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
17460,ROBERTO JARRIN,ROBERTO,JARRIN,,NYM,AAA,22,5,47,47,N,N,Normal,20,20,20,25,30,40,25,35,40,40,1,23,0,3,1,2,0,0,0,-1.2,8,0,21.0,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
1112,GI-BEOM JEON,GI-BEOM,JEON,,CIN,AAA,38,19,34,34,H,N,Normal,20,20,20,20,20,45,20,20,25,25,1,18,4,2,0,2,0,0,0,-0.2,5,1,28.0,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
12832,JEAN LAROCHE,JEAN,LAROCHE,,SF,AAA,27,11,47,47,N,N,Normal,20,20,20,30,30,60,20,30,25,25,1,13,0,2,2,0,0,0,0,0.9,2,2,21.1,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
38275,RON LENIHAN,RON,LENIHAN,,PHI,AAA,21,3,50,60,H,L,Normal,20,20,20,25,30,45,25,30,25,30,1,3,3,1,0,1,0,0,0,0.0,0,0,15.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
36984,HONGTAO LUO,HONGTAO,LUO,,FLA,AAA,21,3,44,44,N,H,Normal,20,20,20,30,35,45,20,35,35,40,1,3,3,1,1,0,0,0,0,0.5,5,2,15.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
5364,MIGUEL MARTÍNEZ,MIGUEL,MARTÍNEZ,,ANA,AAA,27,6,46,46,N,N,Normal,25,25,20,35,35,55,25,45,35,25,1,13,0,2,1,1,0,0,0,0.0,3,0,10.2,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
34597,JACE MCCANN,JACE,MCCANN,,CWS,AAA,27,9,44,44,N,N,Normal,20,20,20,30,35,50,20,25,40,25,1,4,0,1,0,1,0,1,0,0.0,0,0,4.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
32169,CASEY MIMENEZ,CASEY,MIMENEZ,,OAK,AAA,25,11,39,39,L,H,Normal,20,20,20,25,30,65,20,30,30,35,1,7,0,2,0,2,0,0,0,-0.1,1,0,10.1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
25223,COLLIN MISHLER,COLLIN,MISHLER,,WAS,AAA,26,8,36,36,H,N,Normal,20,20,20,30,40,55,30,45,30,30,1,6,3,1,0,1,0,0,0,-0.1,1,0,17.0,0,0,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
9188,TOM MOORE,TOM,MOORE,,DET,AAA,27,12,42,45,H,N,Fan Fav,20,20,20,40,25,45,20,30,35,30,1,14,4,4,1,3,0,0,0,0.2,1,0,34.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
34554,ADÁN MUSTACCHIO,ADÁN,MUSTACCHIO,,ANA,AAA,21,5,43,43,H,N,Normal,20,20,20,35,30,45,20,30,20,25,1,19,0,3,2,1,0,0,0,0.0,2,0,25.1,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
38860,JESÚS ORTEGA,JESÚS,ORTEGA,,HOU,AAA,32,16,46,46,N,N,Selfish,25,20,20,30,40,45,20,40,30,45,1,6,0,1,1,0,0,0,0,0.0,0,0,8.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
23960,BRAD PATTERSON,BRAD,PATTERSON,,DET,AAA,29,10,43,43,N,H,Normal,20,20,20,30,35,45,45,25,25,30,1,15,0,3,1,2,0,0,0,-0.3,4,0,21.2,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
39625,TY PIGGOTT,TY,PIGGOTT,,DET,AAA,23,7,50,50,N,L,Normal,20,20,20,25,25,50,20,30,30,30,1,16,11,8,5,3,0,1,0,0.7,2,1,70.0,0,0,100.0%,5,5,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
14858,RYAN PLATNER,RYAN,PLATNER,,HOU,AAA,31,15,45,45,N,N,Normal,20,20,20,20,30,65,25,25,25,25,1,16,0,1,1,0,0,0,0,-0.2,3,0,19.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
9346,LYTTON REUTER,LYTTON,REUTER,,PIT,AAA,26,11,52,52,N,H,Normal,20,20,20,30,30,50,30,60,25,35,1,40,1,1,1,0,0,0,0,0.1,3,0,55.2,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
27938,WILLIS REYNOLDS,WILLIS,REYNOLDS,,BOS,AAA,29,10,37,37,H,N,Normal,20,20,20,30,35,55,20,35,30,35,1,5,0,3,2,1,0,0,0,0.0,0,0,13.1,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
33334,OMAR ROSADO,OMAR,ROSADO,,FLA,AAA,28,10,39,39,N,N,Normal,20,20,20,30,35,45,20,20,40,25,1,16,0,2,2,0,0,0,0,0.5,2,1,21.2,0,0,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.1,0.0
