ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
36251,MONTEZ RUIZ,MONTEZ,RUIZ,,MON,A+,23,9,34,34,L,N,Normal,20,20,20,60,50,60,45,75,55,65,8,17,13,40,2,38,0,0,0,0.4,0,0,124.0,0,0,100.0%,21,21,100.0%,7,7,66.7%,6,4,45.5%,11,5,16.7%,6,1,11,0.0,-0.1
29375,DAVID HEADS,DAVID,HEADS,,OAK,AA,31,13,28,28,N,H,Prankster,20,20,20,35,25,60,35,65,55,70,8,15,15,50,0,49,1,0,0,-0.5,0,0,121.1,0,0,100.0%,23,23,100.0%,17,17,50.0%,10,5,50.0%,4,2,66.7%,3,2,12,0.0,-0.6
22576,YORDENI APONTE,YORDENI,APONTE,,OAK,AAA,29,11,40,40,N,N,Normal,20,20,20,50,40,60,20,65,55,70,8,1,1,2,0,2,0,0,0,-0.0,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,-0.1
32789,BRODY BENDER,BRODY,BENDER,,MIL,AAA,29,13,24,25,N,N,Normal,20,20,20,40,45,30,35,75,75,55,8,12,0,8,0,8,0,0,0,-0.2,0,0,38.0,0,0,100.0%,7,7,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,2,0,6,0.0,-0.2
37668,O.J. EDWARDS,O.J.,EDWARDS,,CWS,AAA,26,3,49,56,N,N,Normal,20,20,20,25,20,40,20,60,55,50,8,1,1,2,0,2,0,0,0,0.1,0,0,8.0,0,0,0.0%,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,1,0.0,-0.1
9230,ROBERT HALL,ROBERT,HALL,,CHC,AAA,29,11,35,35,N,N,Normal,20,20,20,55,45,60,50,70,65,70,8,24,23,58,1,57,0,0,0,1.2,0,0,199.2,0,0,100.0%,36,36,100.0%,11,11,100.0%,8,8,33.3%,6,2,0.0%,8,0,18,0.0,-0.0
35847,SAL HARIO,SAL,HARIO,,CIN,AAA,24,8,43,44,N,N,Normal,20,20,20,60,45,65,45,70,65,80,8,17,17,36,1,35,0,0,0,-1.6,0,0,147.2,0,0,100.0%,20,20,100.0%,10,10,71.4%,7,5,0.0%,5,0,0.0%,4,0,9,0.0,-0.4
15247,JERRY PARAMO,JERRY,PARAMO,,CIN,AAA,27,11,23,26,L,N,Normal,20,20,20,50,40,75,45,70,60,80,8,20,20,48,2,46,0,0,0,0.5,0,0,167.0,0,0,100.0%,32,32,100.0%,5,5,85.7%,7,6,50.0%,4,2,33.3%,3,1,23,0.0,0.1
24455,ANTONIO QUINTERO,ANTONIO,QUINTERO,,PHI,AAA,22,7,53,57,N,N,Normal,20,20,20,35,30,45,30,65,50,55,8,2,1,3,0,3,0,0,0,-0.4,0,0,12.0,0,0,100.0%,3,3,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
36058,CRISTIÁN RODRÍGUEZ,CRISTIÁN,RODRÍGUEZ,,TEX,AAA,23,9,38,39,H,N,Sparkplug,20,20,20,30,35,50,25,65,70,60,8,3,0,5,1,4,0,0,0,-0.0,0,0,11.0,0,0,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.2
13707,PABLO SAVOIE,PABLO,SAVOIE,,STL,AAA,23,8,33,33,H,N,Sparkplug,20,20,20,70,55,50,20,70,55,55,8,18,17,40,0,40,0,0,0,-0.9,0,0,152.2,0,0,100.0%,23,23,100.0%,10,10,57.1%,7,4,50.0%,4,2,10.0%,10,1,16,0.0,-0.4
34150,PEPÉ SUÁREZ,PEPÉ,SUÁREZ,,DET,AAA,22,3,45,47,N,N,Normal,20,20,20,40,35,50,35,60,55,70,8,3,0,1,0,1,0,0,0,-0.0,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
11354,COLLIN WILKERSON,COLLIN,WILKERSON,,FLA,AAA,24,9,44,44,H,N,Normal,20,20,20,30,30,30,35,55,55,45,8,2,2,3,0,3,0,0,0,-0.0,0,0,19.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0.0,-0.1
