ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
32472,JUSTIN CAMILLERI,JUSTIN,CAMILLERI,,BOS,AA,28,13,39,39,N,N,Normal,60,55,65,30,40,60,25,30,50,50,2,31,30,263,17,245,1,0,0,0.9,24,7,259.0,2,134,100.0%,6,6,100.0%,1,1,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
16582,FRANCISCO ALVARES,FRANCISCO,ALVARES,,ARI,AAA,26,10,20,21,L,N,Normal,80,75,65,30,25,60,25,20,25,55,2,10,0,16,1,15,0,0,0,0.2,2,1,18.0,0,15,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
16325,BRETT BAGNATO,BRETT,BAGNATO,,LAD,AAA,26,11,35,38,N,H,Normal,60,65,65,30,35,55,35,30,35,55,2,10,9,75,10,65,0,0,0,0.8,18,7,83.0,1,36,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.9,0.0
7427,CARTER DIMA,CARTER,DIMA,,MIN,AAA,27,12,33,34,H,N,Captain,60,60,65,30,35,55,25,30,25,55,2,9,7,66,3,61,2,0,0,-0.6,6,0,69.0,0,40,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
8638,D.J. FREDRICKSON,D.J.,FREDRICKSON,,NYY,AAA,28,12,38,38,N,N,Normal,60,60,55,70,60,55,50,40,55,45,2,19,16,154,5,147,2,1,0,-0.9,23,1,148.1,1,77,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.1,0.0
8223,NOLAN GREENE,NOLAN,GREENE,,ARI,AAA,24,9,43,43,N,N,Normal,55,55,65,35,35,55,40,20,50,55,2,33,32,280,23,255,2,1,0,0.2,36,6,278.0,2,131,100.0%,5,5,100.0%,2,2,100.0%,1,1,100.0%,1,1,0.0%,0,0,0,1.1,0.0
6385,STEVE GROFF,STEVE,GROFF,,SF,AAA,30,11,32,32,N,N,Normal,80,80,45,40,30,35,25,35,35,35,2,2,2,15,0,15,0,0,0,-0.2,0,0,16.0,1,13,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.7,0.0
29646,LUCAS JONES,LUCAS,JONES,,WAS,AAA,28,10,30,32,H,N,Normal,65,65,70,35,40,60,30,30,25,60,2,11,11,97,5,92,0,0,0,-0.7,22,2,99.2,1,52,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.8,0.0
36518,JOSHUA NORVELL,JOSHUA,NORVELL,,BOS,AAA,25,3,35,35,N,H,Normal,65,60,65,30,40,60,25,35,45,60,2,25,19,185,16,167,2,0,0,1.6,11,5,177.0,2,76,100.0%,10,10,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
24074,DOUG ROBISON,DOUG,ROBISON,,OAK,AAA,24,8,42,42,N,N,Normal,70,65,45,30,30,35,20,30,40,35,2,3,3,24,1,23,0,0,0,-0.2,4,0,26.0,0,28,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
34851,ALEX ROTHBAUER,ALEX,ROTHBAUER,,MIL,AAA,25,10,31,32,N,N,Selfish,75,80,55,35,35,45,25,30,50,45,2,19,18,143,13,130,0,0,0,-0.4,30,3,158.0,0,77,100.0%,4,4,100.0%,1,1,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,0.7,0.0
6101,CHRIS WALSH,CHRIS,WALSH,,OAK,AAA,29,11,35,36,H,H,Sparkplug,60,65,65,35,35,55,20,20,45,55,2,25,24,222,13,206,3,1,0,-0.1,31,5,215.0,0,107,87.5%,8,7,100.0%,2,2,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
17038,DWIGHT WEATHERS,DWIGHT,WEATHERS,,PHI,AAA,26,11,40,42,N,N,Outspoken,60,60,60,30,30,35,25,25,35,35,2,1,1,6,1,5,0,0,0,-0.0,1,1,8.0,1,13,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
