ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
32714,ROSARIO BARRIENTEZ,ROSARIO,BARRIENTEZ,,PIT,MLB,29,13,45,46,H,N,Normal,20,20,20,55,45,20,50,50,75,35,8,1,0,1,0,1,0,0,0,-0.0,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
34785,ROGER ENGLEHART,ROGER,ENGLEHART,,HOU,MLB,29,11,37,37,L,N,Unmotivated,20,20,20,50,40,45,40,70,55,70,8,49,42,99,3,96,0,0,0,1.7,0,0,320.1,0,0,100.0%,62,62,90.9%,11,10,68.8%,16,11,53.8%,13,7,30.0%,20,6,29,0.0,0.0
27328,R.J. HOSTETLER,R.J.,HOSTETLER,,LAD,MLB,27,9,44,46,H,N,Sparkplug,20,20,20,40,35,30,20,55,60,55,8,2,1,6,0,6,0,0,0,-0.4,0,0,13.0,0,0,100.0%,5,5,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,2,0,0,0.0,-0.0
32141,ISAAC TOSCANO,ISAAC,TOSCANO,,COL,MLB,25,11,40,41,N,N,Normal,20,20,20,55,50,50,45,50,65,65,8,1,1,6,0,6,0,0,0,-0.7,0,0,9.0,0,0,100.0%,5,5,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.3
33223,VICTOR ABREU,VICTOR,ABREU,,LAD,MLB,29,13,36,36,H,N,Normal,20,20,20,50,40,45,20,65,55,55,8,1,1,4,0,4,0,0,0,-0.0,0,0,9.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
30279,CHARLIE AIRD,CHARLIE,AIRD,,CIN,MLB,28,10,43,44,N,N,Normal,20,20,20,55,60,60,70,45,45,55,8,1,1,2,0,2,0,0,0,0.1,0,0,6.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
24732,LEO AMAYA,LEO,AMAYA,,KCM,MLB,23,7,57,57,H,L,Normal,20,20,20,50,35,60,35,65,50,70,8,6,6,16,1,15,0,0,0,-0.7,0,0,52.0,0,0,100.0%,7,7,100.0%,3,3,75.0%,4,3,40.0%,5,2,0.0%,0,0,4,0.0,0.7
13801,TED ANIELLO,TED,ANIELLO,,ATL,MLB,23,8,48,50,N,L,Normal,20,20,20,65,50,45,50,55,55,60,8,9,2,6,0,6,0,0,0,-1.2,0,0,29.2,0,0,83.3%,6,5,100.0%,1,1,0.0%,1,0,0.0%,1,0,0.0%,0,0,4,0.0,-0.2
32798,CHRIS BARKER,CHRIS,BARKER,,WAS,MLB,29,13,29,29,H,N,Humble,20,20,20,80,65,50,75,80,60,70,8,7,4,14,0,14,0,0,0,0.6,0,0,39.0,0,0,100.0%,7,7,100.0%,2,2,100.0%,4,4,0.0%,1,0,100.0%,1,1,4,0.0,0.3
26151,AIDEN BARRIER,AIDEN,BARRIER,,SEA,MLB,28,9,47,57,L,L,Unmotivated,20,20,25,55,70,55,20,65,65,65,8,15,7,26,1,25,0,0,0,-3.5,0,0,84.2,0,0,95.0%,20,19,75.0%,4,3,100.0%,3,3,0.0%,3,0,0.0%,3,0,10,0.0,0.3
