ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
9990,VAN BURGOS,VAN,BURGOS,,DET,MLB,26,11,35,36,H,N,Normal,75,70,50,30,35,35,30,35,25,40,2,18,17,141,9,132,0,1,0,0.5,12,3,151.0,1,76,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
15498,KEVIN JONES,KEVIN,JONES,,TEX,MLB,34,19,38,38,N,N,Normal,55,55,45,20,20,35,25,25,20,25,2,13,12,132,8,123,1,0,0,0.2,16,3,118.0,0,39,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
36864,MILTON BRENDER,MILTON,BRENDER,,NYY,MLB,26,3,43,43,N,N,Captain,65,60,50,30,40,35,30,30,20,35,2,14,12,120,10,109,1,1,0,0.4,13,3,122.0,0,43,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,1.5,0.0
32677,MICAH BUNTING,MICAH,BUNTING,,KCR,MLB,29,13,33,34,N,L,Outspoken,65,70,40,30,25,25,25,35,40,25,2,29,22,178,16,162,0,2,0,1.2,24,8,200.1,0,92,100.0%,4,4,75.0%,4,3,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.6,0.0
35069,RONALD BURCH,RONALD,BURCH,,CLE,MLB,26,10,34,35,L,H,Normal,70,70,50,30,30,40,35,30,20,35,2,11,11,93,3,90,0,0,0,-0.8,15,2,95.0,3,58,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
34962,COLTON BURNS,COLTON,BURNS,,DET,MLB,25,10,34,37,N,H,Normal,65,70,55,35,40,45,20,30,45,45,2,32,31,234,15,217,2,2,0,1.4,28,8,276.0,1,128,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.5,0.0
32452,A.J. BUSWELL,A.J.,BUSWELL,,WAS,MLB,23,3,59,80,N,H,Unknown,75,60,55,35,40,50,25,30,25,50,2,40,40,355,22,332,1,3,0,-0.1,47,9,363.2,3,164,100.0%,13,13,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,1.2,0.0
28297,GABRIEL CEPEDA,GABRIEL,CEPEDA,,WAS,MLB,28,10,36,37,L,N,Unmotivated,65,70,50,20,30,40,25,20,40,40,2,48,48,404,25,377,2,1,0,0.2,55,7,420.0,0,213,80.0%,10,8,100.0%,4,4,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,3.1,0.0
24587,BIJELIC DARIAS,BIJELIC,DARIAS,,CWS,MLB,23,9,43,43,H,N,Normal,65,65,50,35,30,40,25,30,20,45,2,39,36,330,21,309,0,3,0,0.2,34,4,348.1,2,139,100.0%,5,5,100.0%,4,4,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,0.3,0.0
28882,CHRIS DAVIDS,CHRIS,DAVIDS,,FLA,MLB,26,8,35,38,H,H,Normal,55,60,55,25,45,45,25,20,20,50,2,37,33,294,21,273,0,2,0,-1.0,41,7,303.2,2,165,100.0%,5,5,100.0%,1,1,60.0%,5,3,0.0%,0,0,0.0%,0,0,0,1.5,0.0
