ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
20367,AARON FUSSELL,AARON,FUSSELL,,CIN,MLB,33,15,41,41,N,L,Normal,20,20,20,60,70,50,55,25,55,50,4,21,21,90,57,32,1,15,0,-2.1,0,0,172.0,0,0,94.4%,54,51,33.3%,6,2,40.0%,5,2,10.0%,10,1,5.9%,17,1,2,0.0,0.0
22253,BEVAN MATTHEWS,BEVAN,MATTHEWS,,KCR,MLB,23,8,41,41,N,N,Normal,20,20,20,55,70,50,75,50,65,45,4,31,29,116,62,54,0,13,0,-3.7,0,0,245.0,0,0,88.3%,77,68,87.5%,8,7,20.0%,10,2,11.1%,9,1,8.3%,12,1,2,0.0,0.0
33351,NÉMESIS ÁLVAREZ,NÉMESIS,ÁLVAREZ,,OAK,MLB,25,11,36,38,L,N,Normal,20,20,20,65,65,75,60,20,45,75,4,41,41,170,107,63,0,23,0,3.2,0,0,352.1,0,0,97.7%,86,84,77.8%,18,14,62.5%,16,10,22.7%,22,5,23.5%,17,4,8,0.0,0.0
32204,SAMPAIO AGUIAR,SAMPAIO,AGUIAR,,LAD,MLB,25,11,43,43,N,L,Selfish,20,20,20,60,65,45,60,40,40,35,4,66,58,255,148,100,7,36,0,-6.4,0,0,540.0,0,0,89.7%,155,139,70.6%,17,12,40.0%,15,6,18.2%,22,4,9.4%,32,3,17,0.0,0.0
30279,CHARLIE AIRD,CHARLIE,AIRD,,CIN,MLB,28,10,43,44,N,N,Normal,20,20,20,55,60,60,70,45,45,55,4,37,30,128,67,61,0,24,0,-4.9,0,0,243.2,0,0,90.3%,62,56,61.5%,13,8,30.8%,13,4,0.0%,11,0,5.0%,20,1,3,0.0,0.0
13801,TED ANIELLO,TED,ANIELLO,,ATL,MLB,23,8,48,50,N,L,Normal,20,20,20,65,50,45,50,55,55,60,4,33,29,133,77,55,1,21,0,0.2,0,0,270.2,0,0,93.0%,71,66,72.7%,11,8,28.6%,14,4,40.0%,10,4,28.6%,14,4,10,0.0,0.0
24376,PABLO ARAGON,PABLO,ARAGON,,STL,MLB,23,7,40,40,H,N,Normal,20,20,20,55,55,55,55,30,50,50,4,13,7,48,24,24,0,5,0,-0.9,0,0,87.0,0,0,96.4%,28,27,75.0%,4,3,0.0%,3,0,0.0%,2,0,0.0%,0,0,1,0.0,0.0
14700,ROB BABANGIDA,ROB,BABANGIDA,,SF,MLB,34,19,26,26,H,N,Sparkplug,20,20,20,65,75,75,75,55,75,70,4,2,2,10,4,6,0,2,0,-0.5,0,0,17.0,0,0,100.0%,5,5,0.0%,1,0,0.0%,2,0,0.0%,1,0,0.0%,1,0,0,0.0,0.0
38698,DANIEL BALA,DANIEL,BALA,,BAL,MLB,22,7,44,44,N,N,Selfish,20,20,20,65,45,55,55,30,50,50,4,83,80,339,194,138,7,50,0,0.3,0,0,700.0,0,0,92.3%,182,168,66.7%,30,20,60.0%,30,18,34.6%,26,9,10.8%,37,4,16,0.0,0.0
32798,CHRIS BARKER,CHRIS,BARKER,,WAS,MLB,29,13,29,29,H,N,Humble,20,20,20,80,65,50,75,80,60,70,4,59,14,97,52,44,1,10,0,1.6,0,0,198.1,0,0,96.2%,52,50,70.0%,10,7,66.7%,9,6,25.0%,8,2,18.2%,11,2,3,0.0,0.0
34968,TIMOTHY BARKER,TIMOTHY,BARKER,,MON,MLB,25,10,34,38,L,H,Normal,20,20,20,70,60,65,60,55,50,75,4,22,13,72,47,24,1,15,0,2.5,0,0,141.1,0,0,97.6%,42,41,100.0%,3,3,60.0%,5,3,0.0%,6,0,22.2%,9,2,1,0.0,0.0
16327,SIMON BECERRA,SIMON,BECERRA,,OAK,MLB,33,18,37,37,N,N,Normal,20,20,20,65,60,60,60,25,55,45,4,19,19,80,45,33,2,15,0,0.1,0,0,171.1,0,0,85.7%,35,30,71.4%,7,5,40.0%,10,4,42.9%,7,3,25.0%,12,3,1,0.0,0.0
27873,RAMIN BENT,RAMIN,BENT,,SEA,MLB,26,8,41,43,L,N,Disruptive,20,20,20,55,60,60,50,40,60,60,4,21,20,96,48,46,2,19,0,-5.1,0,0,171.0,0,0,87.8%,49,43,22.2%,9,2,16.7%,6,1,12.5%,8,1,0.0%,10,0,6,0.0,0.0
