ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
27924,AIDEN GANTT,AIDEN,GANTT,,KCM,MLB,36,18,40,40,H,N,Normal,20,20,20,20,35,50,20,20,35,25,1,12,0,4,2,2,0,1,0,0.0,1,0,14.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
7314,THURSTON GNAU,THURSTON,GNAU,,KCM,MLB,32,17,41,41,N,N,Normal,20,20,20,20,30,55,30,20,25,25,1,11,10,2,2,0,0,0,0,-0.5,15,2,54.0,0,0,50.0%,2,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
11410,AARON HEIFETZ,AARON,HEIFETZ,,TEX,MLB,33,14,49,49,N,L,Normal,20,20,20,30,45,45,35,25,25,30,1,40,0,6,4,1,1,0,0,-0.1,3,1,46.1,0,0,75.0%,4,3,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
25578,FRANKLIN MCLAUGHLIN,FRANKLIN,MCLAUGHLIN,,KCM,MLB,28,10,41,43,L,L,Disruptive,20,20,20,25,35,45,35,25,30,30,1,18,18,19,9,10,0,1,0,1.6,13,4,90.1,0,0,100.0%,10,10,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
28626,ALEC MILER,ALEC,MILER,,TB,MLB,26,8,38,40,N,N,Normal,20,20,25,35,25,60,30,30,25,35,1,19,0,1,1,0,0,0,0,-0.4,5,0,25.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
14930,PETE NAPIER,PETE,NAPIER,,ANA,MLB,31,12,46,46,N,N,Normal,20,20,20,30,30,45,25,35,30,25,1,19,0,1,1,0,0,0,0,0.3,3,1,31.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
17005,DIOGO PALOMINO,DIOGO,PALOMINO,,TEX,MLB,37,18,43,43,N,N,Prankster,20,20,20,20,30,55,20,20,25,25,1,27,0,2,2,0,0,0,0,0.0,2,0,27.0,0,0,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.4,0.0
9359,TED PTASZEK,TED,PTASZEK,,LAD,MLB,36,21,40,40,N,H,Normal,20,20,20,20,25,45,25,20,25,40,1,16,11,8,6,1,1,0,0,0.3,12,4,69.0,0,0,66.7%,6,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
30302,EDUARDO QUINTERO,EDUARDO,QUINTERO,,MIN,MLB,33,17,43,43,H,N,Normal,20,20,20,20,40,45,20,20,25,30,1,11,6,6,3,3,0,0,0,0.2,5,1,49.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
17057,DAMIEN STARNES,DAMIEN,STARNES,,MON,MLB,35,15,48,48,N,N,Normal,20,20,20,20,20,35,20,25,25,30,1,41,1,4,1,2,1,1,0,0.2,7,3,52.0,0,0,66.7%,3,2,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.7,0.0
