ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
37265,REDD STARKEY,REDD,STARKEY,,LAD,A+,23,7,32,37,H,N,Normal,20,20,20,65,65,60,50,35,45,55,5,1,1,6,4,2,0,1,0,0.1,0,0,9.0,0,0,66.7%,3,2,100.0%,1,1,100.0%,1,1,0.0%,0,0,100.0%,1,1,0,0.0,0.0
35093,DAVE ANGULO,DAVE,ANGULO,,MON,AA,25,10,44,46,N,N,Normal,20,20,20,55,55,65,50,45,50,60,5,63,63,168,126,35,7,19,0,-0.6,0,0,531.0,0,0,91.1%,123,112,95.5%,22,21,68.2%,22,15,77.8%,9,7,16.7%,12,2,2,0.0,0.0
6810,YULINO DE LA CRUZ,YULINO,DE LA CRUZ,,OAK,AA,33,18,40,40,N,N,Humble,20,20,25,40,65,75,50,35,50,60,5,48,46,90,74,13,3,7,0,-1.7,0,0,415.1,0,0,90.8%,65,59,86.4%,22,19,83.3%,6,5,16.7%,6,1,10.0%,10,1,1,0.0,0.0
34978,JACOB KEEN,JACOB,KEEN,,HOU,AA,25,10,38,39,N,H,Normal,20,20,20,65,45,75,45,35,45,70,5,12,12,26,20,5,1,1,0,-0.3,0,0,107.0,0,0,100.0%,19,19,100.0%,6,6,0.0%,3,0,0.0%,2,0,0.0%,1,0,0,0.0,0.0
18647,XANDER BERGER,XANDER,BERGER,,TOR,AAA,27,11,39,39,H,N,Normal,20,20,20,55,60,60,65,40,65,55,5,6,1,10,7,3,0,0,0,0.4,0,0,21.1,0,0,100.0%,7,7,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,1,0.0,0.0
35082,JOE BLACKMON,JOE,BLACKMON,,MIL,AAA,26,10,40,46,N,N,Selfish,20,20,20,50,50,70,40,25,50,60,5,10,10,22,16,5,1,1,0,0.2,0,0,72.0,0,0,92.9%,14,13,100.0%,4,4,100.0%,2,2,0.0%,0,0,33.3%,3,1,0,0.0,0.0
34966,AUGUSTO CATTANEO,AUGUSTO,CATTANEO,,CWS,AAA,26,10,41,41,H,N,Sparkplug,20,25,25,45,55,75,45,20,45,75,5,49,49,104,80,22,2,8,0,0.1,0,0,424.2,0,0,90.9%,77,70,100.0%,22,22,60.0%,5,3,41.7%,12,5,0.0%,8,0,0,0.0,0.0
7639,RUBERTO DE LOERA,RUBERTO,DE LOERA,,KCM,AAA,29,14,37,38,N,N,Selfish,20,20,20,60,60,55,55,50,35,50,5,1,1,1,0,1,0,0,0,0.0,0,0,9.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
8638,D.J. FREDRICKSON,D.J.,FREDRICKSON,,NYY,AAA,28,12,38,38,N,N,Normal,60,60,55,70,60,55,50,40,55,45,5,2,1,2,0,2,0,0,0,0.0,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
37630,KALVIN GREEN,KALVIN,GREEN,,SF,AAA,23,7,47,47,H,N,Normal,20,20,20,50,45,35,45,35,40,25,5,1,1,3,2,1,0,0,0,0.1,0,0,9.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
