ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
34785,ROGER ENGLEHART,ROGER,ENGLEHART,,HOU,MLB,29,11,37,37,L,N,Unmotivated,20,20,20,50,40,45,40,70,55,70,9,8,1,5,0,5,0,0,0,0.3,0,0,20.0,0,0,100.0%,3,3,100.0%,1,1,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,0.0,0.1
27328,R.J. HOSTETLER,R.J.,HOSTETLER,,LAD,MLB,27,9,44,46,H,N,Sparkplug,20,20,20,40,35,30,20,55,60,55,9,18,8,28,0,28,0,0,0,0.1,0,0,92.2,0,0,100.0%,19,19,100.0%,5,5,50.0%,4,2,50.0%,2,1,16.7%,6,1,7,0.0,-0.2
31634,TREVOR SCHIEL,TREVOR,SCHIEL,,ANA,MLB,29,14,46,46,N,N,Normal,20,20,20,35,45,60,20,55,55,70,9,20,20,36,1,35,0,0,0,-1.4,0,0,177.2,0,0,93.3%,30,28,66.7%,6,4,100.0%,1,1,40.0%,5,2,0.0%,9,0,18,0.0,0.6
32141,ISAAC TOSCANO,ISAAC,TOSCANO,,COL,MLB,25,11,40,41,N,N,Normal,20,20,20,55,50,50,45,50,65,65,9,16,12,30,1,29,0,0,0,-2.5,0,0,120.0,0,0,100.0%,24,24,40.0%,5,2,60.0%,5,3,0.0%,4,0,0.0%,3,0,9,0.0,-0.7
24732,LEO AMAYA,LEO,AMAYA,,KCM,MLB,23,7,57,57,H,L,Normal,20,20,20,50,35,60,35,65,50,70,9,86,86,185,6,175,4,1,0,11.0,0,0,768.2,0,0,100.0%,122,122,95.8%,24,23,66.7%,9,6,46.9%,32,15,20.5%,44,9,61,0.0,1.8
36248,NICOLAS ANGUIANO,NICOLAS,ANGUIANO,,NYM,MLB,24,9,42,42,H,N,Captain,20,20,20,50,45,65,45,65,50,70,9,2,2,2,0,2,0,0,0,0.6,0,0,17.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
13801,TED ANIELLO,TED,ANIELLO,,ATL,MLB,23,8,48,50,N,L,Normal,20,20,20,65,50,45,50,55,55,60,9,15,15,28,1,27,0,0,0,-1.7,0,0,134.0,0,0,95.2%,21,20,80.0%,5,4,60.0%,5,3,0.0%,5,0,0.0%,8,0,5,0.0,2.1
36124,UNAI AYALA,UNAI,AYALA,,CLE,MLB,23,9,48,51,N,H,Normal,25,25,20,40,35,55,20,50,65,65,9,14,12,25,0,25,0,0,0,-1.7,0,0,117.0,0,0,95.0%,20,19,75.0%,4,3,66.7%,3,2,33.3%,3,1,0.0%,4,0,8,0.0,-0.7
32882,ELIJAH BABLER,ELIJAH,BABLER,,MON,MLB,27,9,69,76,H,H,Fan Fav,20,20,20,45,40,40,45,65,65,65,9,57,57,125,4,119,2,1,0,2.2,0,0,509.1,0,0,98.8%,86,85,100.0%,18,18,60.0%,10,6,38.5%,13,5,21.7%,23,5,30,0.0,1.8
16232,OMAR BACTAD,OMAR,BACTAD,,MIL,MLB,24,9,46,46,H,N,Normal,20,20,20,55,45,50,20,60,50,65,9,5,1,11,0,11,0,0,0,0.9,0,0,20.0,0,0,100.0%,5,5,100.0%,4,4,100.0%,1,1,33.3%,3,1,0.0%,1,0,0,0.0,0.0
33530,ALFREDO BALLESTER,ALFREDO,BALLESTER,,BOS,MLB,25,9,43,47,H,N,Outspoken,20,20,20,25,30,70,30,50,50,80,9,13,11,13,1,11,1,0,0,-1.7,0,0,91.2,0,0,90.0%,10,9,100.0%,2,2,0.0%,2,0,0.0%,5,0,0.0%,5,0,3,0.0,-0.2
32387,ALBERTO BARRAZA,ALBERTO,BARRAZA,,NYY,MLB,24,8,40,49,N,N,Normal,20,20,20,45,35,45,40,60,65,65,9,18,15,23,1,22,0,0,0,0.2,0,0,143.0,0,0,100.0%,16,16,100.0%,3,3,50.0%,2,1,66.7%,3,2,0.0%,2,0,10,0.0,0.0
26151,AIDEN BARRIER,AIDEN,BARRIER,,SEA,MLB,28,9,47,57,L,L,Unmotivated,20,20,25,55,70,55,20,65,65,65,9,37,35,73,3,68,2,0,0,2.3,0,0,294.0,0,0,100.0%,48,48,92.3%,13,12,100.0%,5,5,16.7%,12,2,12.5%,8,1,15,0.0,-0.1
36160,VICTOR BARRIOS,VICTOR,BARRIOS,,ARI,MLB,23,9,41,41,N,N,Normal,20,20,20,35,35,45,25,45,75,65,9,15,14,20,0,20,0,0,0,-1.2,0,0,123.1,0,0,100.0%,15,15,60.0%,5,3,50.0%,4,2,0.0%,2,0,0.0%,6,0,8,0.0,-0.1
13118,TOBIAS BARTLETT,TOBIAS,BARTLETT,,TOR,MLB,25,9,50,50,H,N,Sparkplug,20,20,20,20,25,55,20,55,65,70,9,74,69,117,3,114,0,0,0,-5.5,0,0,619.0,0,0,95.6%,91,87,82.6%,23,19,28.6%,7,2,25.0%,20,5,3.2%,31,1,47,0.0,0.8
22211,OBERLIN BELISLE,OBERLIN,BELISLE,,CWS,MLB,32,14,56,56,N,L,Normal,20,20,20,40,35,40,40,65,55,65,9,57,57,132,1,128,3,0,0,2.9,0,0,514.1,0,0,100.0%,88,88,90.5%,21,19,68.4%,19,13,42.9%,14,6,11.1%,18,2,28,0.0,-1.0
27091,EDDIE BILBREY,EDDIE,BILBREY,,DET,MLB,30,12,50,50,N,H,Humble,20,20,20,55,55,50,50,60,60,60,9,48,44,72,1,71,0,0,0,3.0,0,0,387.2,0,0,100.0%,48,48,100.0%,13,13,50.0%,6,3,26.7%,15,4,13.0%,23,3,34,0.0,-0.0
22460,LUCAS BLASKI,LUCAS,BLASKI,,BOS,MLB,28,10,44,46,L,N,Normal,20,20,20,25,35,40,25,35,65,45,9,1,0,1,0,1,0,0,0,-0.0,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
37139,SAM BLATCHFORD,SAM,BLATCHFORD,,TEX,MLB,22,7,44,48,H,N,Normal,20,20,20,60,50,45,55,75,70,60,9,6,6,8,0,8,0,0,0,-1.7,0,0,48.0,0,0,100.0%,7,7,0.0%,2,0,50.0%,2,1,0.0%,2,0,0.0%,3,0,3,0.0,0.3
30154,KELLEN BODEN,KELLEN,BODEN,,ARI,MLB,27,9,47,50,H,H,Sparkplug,20,20,20,45,35,55,30,60,55,60,9,58,57,117,8,108,1,0,0,2.9,0,0,507.2,0,0,98.7%,78,77,87.5%,16,14,88.9%,9,8,28.6%,21,6,10.7%,28,3,37,0.0,1.5
24344,EVAN BRIDGES,EVAN,BRIDGES,,DET,MLB,28,10,41,42,N,N,Outspoken,20,20,20,40,30,30,35,60,65,55,9,11,9,13,0,13,0,0,0,-0.5,0,0,79.1,0,0,100.0%,13,13,0.0%,0,0,0.0%,0,0,0.0%,2,0,0.0%,5,0,5,0.0,-0.2
23192,DAN BRINKMAN,DAN,BRINKMAN,,TEX,MLB,24,8,45,47,N,N,Normal,30,30,25,65,55,80,45,55,55,80,9,12,6,16,0,16,0,0,0,-1.4,0,0,61.0,0,0,86.7%,15,13,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,3,0,2,0.0,0.5
18356,TOM BUSKE,TOM,BUSKE,,STL,MLB,24,8,44,47,N,N,Normal,20,20,20,25,30,50,25,55,45,65,9,8,7,9,0,9,0,0,0,-0.6,0,0,65.2,0,0,100.0%,7,7,66.7%,3,2,0.0%,0,0,0.0%,3,0,0.0%,1,0,3,0.0,0.7
30965,CHARLIE CALDERA,CHARLIE,CALDERA,,OAK,MLB,32,16,35,35,N,N,Normal,20,20,20,45,45,35,45,65,50,55,9,25,22,51,0,50,1,0,0,1.7,0,0,192.0,0,0,100.0%,39,39,100.0%,4,4,100.0%,5,5,0.0%,4,0,14.3%,14,2,9,0.0,2.1
24662,VITO CEDEÑO,VITO,CEDEÑO,,PHI,MLB,23,7,69,80,H,N,Sparkplug,20,20,20,50,40,35,40,60,65,45,9,1,1,3,0,3,0,0,0,0.3,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,1,0,100.0%,1,1,0.0%,1,0,0,0.0,0.0
23187,ATILIO CENTENO,ATILIO,CENTENO,,HOU,MLB,23,7,48,56,N,N,Selfish,20,20,20,50,35,35,40,60,50,55,9,13,7,17,0,17,0,0,0,0.4,0,0,69.1,0,0,100.0%,13,13,100.0%,1,1,50.0%,4,2,33.3%,3,1,0.0%,5,0,2,0.0,0.6
32404,WAGNER CESPEDES,WAGNER,CESPEDES,,STL,MLB,25,11,46,52,L,N,Normal,20,20,20,50,35,35,40,65,65,60,9,92,92,200,10,189,1,0,0,7.4,0,0,818.0,0,0,100.0%,129,129,100.0%,31,31,59.1%,22,13,33.3%,30,10,13.6%,44,6,55,0.0,1.7
40231,HSIEH CHIOU,HSIEH,CHIOU,,CHC,MLB,27,11,61,65,L,N,Disruptive,20,25,20,45,45,55,45,55,70,75,9,73,73,134,5,128,1,0,0,-6.5,0,0,655.0,0,0,98.2%,110,108,60.0%,20,12,45.5%,11,5,6.7%,15,1,5.9%,34,2,51,0.0,0.6
15659,ERICK COCHRAN,ERICK,COCHRAN,,ATL,MLB,27,8,43,44,N,N,Normal,20,20,20,40,40,55,35,60,65,65,9,84,77,162,6,152,4,0,0,1.2,0,0,697.2,0,0,99.1%,108,107,93.8%,32,30,42.1%,19,8,25.0%,20,5,5.3%,38,2,48,0.0,0.9
35109,BOBBY COONEY,BOBBY,COONEY,,TOR,MLB,26,10,47,47,N,N,Normal,20,20,20,70,50,40,20,55,55,55,9,18,18,27,2,24,1,0,0,-0.5,0,0,149.2,0,0,100.0%,18,18,100.0%,5,5,0.0%,1,0,25.0%,4,1,0.0%,7,0,7,0.0,0.3
13487,MAX CORONADO,MAX,CORONADO,,TEX,MLB,26,11,38,42,H,N,Normal,20,20,20,60,50,75,45,70,55,80,9,4,2,3,0,3,0,0,0,0.0,0,0,18.0,0,0,100.0%,1,1,100.0%,1,1,100.0%,1,1,0.0%,1,0,0.0%,1,0,2,0.0,-0.0
29957,PARKER COTÉ,PARKER,COTÉ,,MON,MLB,29,10,47,48,L,H,Normal,20,20,20,50,55,80,40,55,45,75,9,17,17,30,2,27,1,1,0,-1.1,0,0,137.2,0,0,94.7%,19,18,66.7%,6,4,83.3%,6,5,0.0%,5,0,0.0%,4,0,10,0.0,-0.4
30559,ALIJAH DELNERO,ALIJAH,DELNERO,,TEX,MLB,27,8,51,57,N,N,Normal,20,20,20,30,35,45,25,35,55,50,9,3,0,1,0,1,0,0,0,-0.0,0,0,4.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
23340,PEDRO DENIZ,PEDRO,DENIZ,,COL,MLB,29,13,40,41,N,H,Normal,20,20,20,60,50,55,50,50,45,60,9,25,23,38,0,38,0,0,0,-2.6,0,0,189.2,0,0,96.9%,32,31,71.4%,7,5,0.0%,0,0,25.0%,8,2,0.0%,13,0,17,0.0,2.9
33348,DANIEL DOMÍNGUEZ,DANIEL,DOMÍNGUEZ,,WAS,MLB,24,8,39,57,N,N,Normal,20,20,20,40,30,30,20,65,55,50,9,7,6,10,0,10,0,0,0,0.4,0,0,54.0,0,0,100.0%,8,8,0.0%,0,0,100.0%,1,1,50.0%,2,1,0.0%,5,0,1,0.0,0.5
19736,DEVAIN EPPS,DEVAIN,EPPS,,BOS,MLB,28,10,43,43,H,N,Normal,20,20,20,50,45,50,20,65,75,65,9,38,32,64,0,64,0,0,0,3.0,0,0,256.2,0,0,100.0%,44,44,100.0%,9,9,80.0%,5,4,42.9%,14,6,5.0%,20,1,14,0.0,2.4
