ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
22253,BEVAN MATTHEWS,BEVAN,MATTHEWS,,KCR,MLB,23,8,41,41,N,N,Normal,20,20,20,55,70,50,75,50,65,45,6,9,2,13,5,8,0,2,0,-0.5,0,0,35.0,0,0,83.3%,6,5,100.0%,1,1,66.7%,3,2,0.0%,1,0,0.0%,4,0,0,0.0,0.0
33351,NÉMESIS ÁLVAREZ,NÉMESIS,ÁLVAREZ,,OAK,MLB,25,11,36,38,L,N,Normal,20,20,20,65,65,75,60,20,45,75,6,7,4,21,11,9,1,6,0,-0.6,0,0,43.0,0,0,90.0%,10,9,50.0%,2,1,66.7%,3,2,0.0%,1,0,0.0%,3,0,0,0.0,0.0
37895,CHAD AGALLEGOS,CHAD,AGALLEGOS,,LAD,MLB,22,3,40,48,N,N,Normal,20,20,20,75,65,75,70,65,55,70,6,91,91,391,250,124,17,45,0,0.7,0,0,797.1,0,0,90.4%,239,216,54.8%,31,17,60.0%,35,21,41.2%,34,14,29.6%,54,16,16,0.0,-0.2
30279,CHARLIE AIRD,CHARLIE,AIRD,,CIN,MLB,28,10,43,44,N,N,Normal,20,20,20,55,60,60,70,45,45,55,6,5,0,5,3,2,0,0,0,-0.0,0,0,5.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,2,0,0,0.0,0.0
36279,BONES ANDRESS,BONES,ANDRESS,,SEA,MLB,21,3,48,49,N,H,Humble,20,20,20,65,80,65,65,35,65,80,6,88,88,343,224,113,6,47,0,-10.8,0,0,768.2,0,0,90.3%,227,205,60.0%,20,12,37.0%,54,20,24.4%,41,10,18.3%,60,11,13,0.0,0.0
24070,LIAM ANZEVINO,LIAM,ANZEVINO,,CWS,MLB,23,8,63,63,H,N,Fan Fav,20,25,20,75,70,60,65,45,55,45,6,89,89,425,286,131,8,67,0,5.7,0,0,808.1,0,0,93.8%,257,241,60.7%,28,17,55.8%,43,24,30.6%,49,15,34.0%,53,18,11,0.0,0.0
14700,ROB BABANGIDA,ROB,BABANGIDA,,SF,MLB,34,19,26,26,H,N,Sparkplug,20,20,20,65,75,75,75,55,75,70,6,28,6,37,26,11,0,3,0,0.3,0,0,89.0,0,0,100.0%,26,26,0.0%,2,0,100.0%,2,2,33.3%,3,1,0.0%,2,0,0,0.0,0.0
38698,DANIEL BALA,DANIEL,BALA,,BAL,MLB,22,7,44,44,N,N,Selfish,20,20,20,65,45,55,55,30,50,50,6,10,10,34,23,11,0,5,0,-2.0,0,0,84.0,0,0,91.3%,23,21,0.0%,3,0,30.0%,10,3,25.0%,4,1,0.0%,8,0,1,0.0,0.0
34968,TIMOTHY BARKER,TIMOTHY,BARKER,,MON,MLB,25,10,34,38,L,H,Normal,20,20,20,70,60,65,60,55,50,75,6,64,62,234,149,76,9,33,0,-6.1,0,0,503.0,0,0,88.5%,148,131,50.0%,12,6,37.5%,32,12,28.6%,28,8,16.1%,31,5,9,0.0,0.0
24430,FELIPE BARRETO,FELIPE,BARRETO,,SD,MLB,25,7,43,43,N,L,Normal,20,20,20,65,55,60,40,40,50,55,6,13,8,40,23,16,1,6,0,-2.7,0,0,73.2,0,0,80.0%,25,20,66.7%,3,2,0.0%,5,0,0.0%,3,0,28.6%,7,2,1,0.0,0.0
