ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
124673,C. ALVARADO,,MON,MLB,21,6,,,H,N,Normal,1,1,1,7,6,7,6,4,6,6,4,3,0,1,1,0,0,0,0,-0.4,0,0,4.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
135110,S. ANDERSON,,NYY,MLB,26,11,,,H,N,Normal,1,1,1,7,7,8,7,8,7,10,4,21,17,91,51,39,1,15,0,1.7,0,0,161.2,0,0,95.6%,45,43,66.7%,6,4,42.9%,7,3,40.0%,5,2,25.0%,8,2,4,0.0,0.0
128039,O. BAILEY,,HOU,MLB,23,7,,,N,N,Normal,1,1,1,7,7,5,7,2,6,3,4,27,21,99,54,42,3,17,0,-1.1,0,0,208.0,0,0,92.6%,54,50,50.0%,6,3,50.0%,6,3,22.2%,9,2,15.4%,13,2,3,0.0,0.0
122219,M. BARBOSA,,LAD,MLB,26,10,,,N,H,Normal,1,1,1,8,8,5,8,3,6,5,4,14,5,37,23,13,1,6,0,0.1,0,0,68.0,0,0,95.5%,22,21,75.0%,4,3,75.0%,4,3,0.0%,4,0,0.0%,2,0,1,0.0,0.0
132611,K. BERRY,,LAD,MLB,27,13,,,N,N,Normal,1,1,1,7,7,10,8,2,6,10,4,2,0,3,2,1,0,0,0,0.2,0,0,6.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
126850,M. BLAND,,COL,MLB,25,6,,,H,N,Normal,1,1,1,8,7,5,8,8,9,9,4,16,13,66,39,26,1,10,0,2.9,0,0,120.2,0,0,91.9%,37,34,100.0%,3,3,40.0%,5,2,75.0%,4,3,50.0%,10,5,7,0.0,0.0
128416,M. BOLDEN,,PHI,MLB,22,6,,,N,N,Normal,1,1,1,10,10,10,10,6,8,10,4,2,2,12,8,4,0,1,0,0.5,0,0,18.0,0,0,100.0%,7,7,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,2,0.0,0.0
124390,G. BOLTON,,LAD,MLB,28,8,,,N,N,Normal,1,1,1,8,9,9,9,7,5,9,4,13,12,59,35,24,0,7,0,-0.5,0,0,112.0,0,0,94.6%,37,35,80.0%,5,4,40.0%,5,2,14.3%,7,1,33.3%,3,1,3,0.0,0.0
129324,J. BOWLES,,NYY,MLB,24,7,,,N,N,Normal,1,1,1,6,8,4,5,4,5,2,4,42,42,177,86,89,2,22,0,-4.1,0,0,372.2,0,0,92.5%,93,86,66.7%,21,14,31.2%,16,5,20.0%,15,3,5.3%,19,1,6,0.0,0.0
126765,T. BRANDON,,MIL,MLB,25,6,,,N,N,Normal,1,1,1,7,8,8,9,5,7,8,4,117,117,597,359,228,10,100,0,0.6,0,0,1016.1,0,0,92.6%,312,289,71.7%,53,38,49.0%,49,24,27.8%,54,15,15.3%,59,9,26,0.0,0.0
