ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
133703,J. ABNEY,,LAA,MLB,32,12,,,N,N,Normal,1,1,1,3,3,5,3,1,1,3,1,41,1,10,6,4,0,0,0,0.8,9,3,80.0,0,0,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
118432,L. ACEVEDO,,TOR,MLB,31,16,,,N,N,Normal,1,1,1,1,3,4,1,1,1,3,1,32,2,29,14,14,1,0,0,-1.6,20,2,188.1,0,0,100.0%,15,15,0.0%,2,0,50.0%,2,1,0.0%,0,0,0.0%,1,0,0,-0.4,0.0
129905,B. ACKERMANN,,PIT,MLB,25,7,,,H,N,Fan Fav,1,1,1,4,2,9,1,1,3,2,1,33,33,19,8,9,2,0,0,0.3,18,6,165.1,0,0,70.0%,10,7,0.0%,1,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.4,0.0
126568,B. ALEXANDER,,CLE,MLB,22,7,,,N,L,Normal,1,1,1,2,2,7,1,4,3,3,1,51,0,7,4,3,0,0,0,-0.2,5,0,56.1,0,0,66.7%,3,2,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
132135,M. ALEXANDER,,MIA,MLB,25,5,,,H,N,Sparkplug,1,1,1,3,3,6,1,4,3,3,1,32,32,21,14,7,0,1,0,0.5,19,5,169.0,0,0,81.2%,16,13,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,0.7,0.0
120568,R. ALEXANDER,,PHI,MLB,23,8,,,N,L,Normal,1,1,1,2,3,7,1,3,4,5,1,14,0,1,1,0,0,0,0,0.0,1,0,21.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
125634,A. ALFONSO,,MIL,MLB,21,6,,,N,N,Normal,1,1,1,2,2,9,2,2,2,3,1,30,30,19,10,8,1,1,0,-1.0,10,1,162.2,0,0,80.0%,10,8,50.0%,4,2,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,0.9,0.0
120190,D. ALLEN,,PIT,MLB,24,8,,,N,N,Normal,1,1,1,3,1,10,1,2,3,5,1,29,14,8,4,3,1,0,0,-0.8,13,2,91.0,0,0,66.7%,6,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
129890,G. ALLEN,,SD,MLB,23,6,,,H,N,Normal,1,1,1,3,3,8,3,1,3,3,1,62,0,11,10,1,0,0,0,0.5,1,0,65.1,0,0,100.0%,10,10,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.1,0.0
130195,D. ALVARADO,,CHW,MLB,26,11,,,L,L,Disruptive,1,1,1,2,2,6,1,1,4,1,1,51,0,12,3,9,0,0,0,0.2,9,2,86.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
129426,A. AMADOR,,DET,MLB,24,7,,,H,H,Sparkplug,1,1,1,3,3,8,1,2,3,3,1,42,17,10,7,3,0,0,0,0.2,14,2,128.0,0,0,83.3%,6,5,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
