ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
128553,S. ADAMS,,TBA,MLB,26,6,,,N,L,Outspoken,9,9,6,4,4,4,3,4,2,5,2,48,44,331,26,303,2,0,0,0.9,36,10,396.1,3,193,88.9%,9,8,100.0%,4,4,100.0%,4,4,0.0%,0,0,0.0%,0,0,0,2.0,0.0
132078,J. ANAYA,,NYY,MLB,23,7,,,N,H,Normal,8,7,6,3,4,5,2,3,3,5,2,44,43,358,29,325,4,3,0,-0.4,46,8,379.1,3,224,100.0%,10,10,100.0%,2,2,100.0%,5,5,0.0%,0,0,0.0%,0,0,0,2.8,0.0
133660,A. ARROYO,,MON,MLB,23,7,,,N,N,Normal,9,10,8,2,5,6,2,4,5,6,2,55,30,281,14,266,1,1,0,-0.5,33,5,324.0,1,171,100.0%,12,12,100.0%,4,4,75.0%,4,3,0.0%,0,0,0.0%,0,0,0,3.0,0.0
134949,A. BELL,,CLE,MLB,28,11,,,N,N,Normal,7,7,8,4,2,8,2,1,1,6,2,3,1,10,0,10,0,0,0,0.0,0,0,11.0,0,6,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
128654,K. BISHOP,,STL,MLB,26,7,,,H,N,Normal,9,9,5,1,4,3,1,1,6,4,2,112,110,780,58,717,5,4,0,-0.5,136,23,991.2,4,455,100.0%,23,23,100.0%,6,6,91.7%,12,11,0.0%,0,0,0.0%,0,0,0,9.0,0.0
132497,Y. BOEHMER,,SF,MLB,22,6,,,H,N,Normal,9,9,6,2,2,4,4,2,6,4,2,125,125,927,44,880,3,6,0,-2.1,119,10,1098.0,5,574,100.0%,30,30,100.0%,10,10,100.0%,11,11,0.0%,0,0,0.0%,0,0,0,5.3,0.0
130745,R. BROWN,,NYY,MLB,26,6,,,N,N,Normal,5,7,10,1,5,7,1,1,1,9,2,105,104,798,47,744,7,2,0,-2.5,93,17,927.2,11,429,95.7%,23,22,91.7%,12,11,100.0%,6,6,0.0%,0,0,0.0%,1,0,0,-1.8,0.0
135123,D. CANNON,,SEA,MLB,26,11,,,N,N,Normal,7,7,7,2,2,3,1,2,3,3,2,113,112,909,71,833,5,2,0,-0.6,102,17,1009.1,3,413,95.2%,21,20,87.5%,8,7,93.3%,15,14,0.0%,0,0,0.0%,0,0,0,3.0,0.0
128106,Á. CANÓ,,ATL,MLB,24,7,,,H,N,Normal,10,10,10,2,4,7,2,2,5,8,2,107,107,802,42,755,5,3,0,2.6,72,19,947.0,1,511,100.0%,25,25,100.0%,8,8,71.4%,7,5,0.0%,0,0,0.0%,0,0,0,8.5,0.0
132439,M. CARRASCO,,PHI,MLB,23,7,,,N,H,Captain,8,7,7,2,5,4,1,4,4,5,2,123,123,938,50,880,8,3,0,-2.6,100,11,1088.2,7,548,96.6%,29,28,100.0%,10,10,86.7%,15,13,0.0%,0,0,0.0%,0,0,0,4.7,0.0
127073,G. CARRILLO,,TOR,MLB,22,6,,,N,N,Prankster,9,8,7,1,3,5,2,5,2,6,2,122,122,833,65,762,6,8,0,0.6,115,20,1072.1,4,494,96.8%,31,30,100.0%,6,6,100.0%,9,9,0.0%,0,0,0.0%,0,0,0,4.6,0.0
134657,S. CATRON,,ATL,MLB,25,4,,,N,N,Normal,10,9,9,2,4,6,1,2,3,7,2,3,3,28,0,27,1,0,0,-0.1,3,0,26.0,0,13,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
130924,J. CAUFIEL,,VAN,MLB,26,6,,,L,N,Selfish,7,10,8,1,4,6,3,1,2,7,2,124,124,953,86,861,6,4,0,1.6,107,25,1098.2,3,510,95.1%,41,39,100.0%,6,6,93.8%,16,15,0.0%,0,0,0.0%,0,0,0,11.2,0.0
129408,H. CHO,,LAA,MLB,30,15,,,N,N,Selfish,8,9,6,2,3,5,1,2,6,5,2,124,122,916,58,855,3,5,0,1.6,93,18,1084.1,2,566,100.0%,29,29,100.0%,11,11,100.0%,7,7,0.0%,0,0,0.0%,1,0,0,3.1,0.0
129971,W. COLEMAN,,OAK,MLB,27,7,,,H,N,Sparkplug,9,9,7,2,4,4,2,1,4,5,2,117,72,546,34,509,3,1,0,-0.3,48,6,696.2,2,380,100.0%,13,13,83.3%,6,5,100.0%,6,6,0.0%,0,0,0.0%,0,0,0,7.4,0.0
128003,M. COX,,PIT,MLB,23,6,,,N,H,Normal,8,8,6,4,4,4,1,1,6,5,2,47,44,369,26,339,4,1,0,-0.0,41,7,391.1,2,216,100.0%,15,15,100.0%,2,2,100.0%,5,5,0.0%,0,0,0.0%,0,0,0,1.3,0.0
128695,B. DAVIDSON,,ARI,MLB,25,5,,,N,N,Normal,10,9,9,4,4,6,3,3,1,7,2,98,98,716,38,677,1,2,0,1.7,80,14,867.1,0,501,94.1%,17,16,100.0%,7,7,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,8.1,0.0
133949,J. DE KEIZER,,NYM,MLB,22,6,,,N,N,Prankster,8,7,9,3,4,7,4,4,2,7,2,4,2,17,2,15,0,0,0,0.0,6,1,23.2,0,7,0.0%,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
