ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
128190,T. ALEXANDER,,TOR,MLB,27,7,,,L,N,Normal,1,2,1,5,5,9,3,1,5,8,5,2,0,6,5,0,1,0,0,-0.4,0,0,5.2,0,0,75.0%,4,3,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
126258,J. ALFORD,,NYY,MLB,27,10,,,H,N,Normal,1,1,1,5,7,9,3,4,6,8,5,140,140,332,260,57,15,15,0,-0.4,0,0,1238.0,0,0,95.0%,222,211,94.5%,55,52,64.3%,42,27,60.0%,20,12,26.7%,30,8,4,0.0,0.0
124673,C. ALVARADO,,MON,MLB,21,6,,,H,N,Normal,1,1,1,7,6,7,6,4,6,6,5,75,67,137,101,32,4,5,0,-0.6,0,0,515.0,0,0,92.6%,94,87,81.5%,27,22,76.9%,13,10,75.0%,8,6,30.0%,10,3,3,0.0,0.0
135110,S. ANDERSON,,NYY,MLB,26,11,,,H,N,Normal,1,1,1,7,7,8,7,8,7,10,5,4,4,5,3,2,0,0,0,-0.1,0,0,28.0,0,0,80.0%,5,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127929,H. AUSTIN,,SF,MLB,23,7,,,N,N,Prankster,1,1,1,7,9,9,7,5,7,8,5,77,74,187,134,40,13,11,0,0.4,0,0,644.0,0,0,94.5%,110,104,81.1%,37,30,75.0%,24,18,81.8%,11,9,57.1%,14,8,2,0.0,0.0
128039,O. BAILEY,,HOU,MLB,23,7,,,N,N,Normal,1,1,1,7,7,5,7,2,6,3,5,18,15,40,29,8,3,1,0,-1.2,0,0,133.0,0,0,90.9%,33,30,66.7%,6,4,100.0%,3,3,0.0%,0,0,0.0%,2,0,1,0.0,0.0
133661,J. BENTON,,TEX,MLB,28,12,,,N,N,Normal,1,1,1,4,5,8,6,3,5,7,5,2,0,1,1,0,0,0,0,0.1,0,0,3.0,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
132611,K. BERRY,,LAD,MLB,27,13,,,N,N,Normal,1,1,1,7,7,10,8,2,6,10,5,72,22,94,63,25,6,3,0,-1.2,0,0,322.1,0,0,92.3%,65,60,81.2%,16,13,83.3%,6,5,40.0%,10,4,28.6%,7,2,0,0.0,0.0
126850,M. BLAND,,COL,MLB,25,6,,,H,N,Normal,1,1,1,8,7,5,8,8,9,9,5,18,18,39,31,6,2,3,0,-1.3,0,0,156.2,0,0,82.1%,28,23,100.0%,8,8,75.0%,4,3,33.3%,3,1,50.0%,2,1,0,0.0,0.0
128070,J. BROWN,,NYY,MLB,27,10,,,H,L,Normal,1,1,1,8,8,8,8,7,5,8,5,5,5,14,9,3,2,1,0,-1.8,0,0,43.0,0,0,80.0%,10,8,75.0%,4,3,0.0%,2,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
133532,R. BROWN,,MIA,MLB,25,4,,,N,H,Normal,1,1,2,6,6,10,3,4,4,7,5,8,7,26,20,6,0,0,0,1.7,0,0,62.0,0,0,100.0%,17,17,100.0%,4,4,100.0%,1,1,100.0%,2,2,100.0%,1,1,0,0.0,0.0
123153,L. CALLAHAN,,TEX,MLB,26,10,,,H,N,Captain,1,1,1,8,6,9,5,1,8,9,5,3,2,5,2,3,0,0,0,0.2,0,0,18.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,50.0%,2,1,0,0.0,0.0
129080,E. CANDELÁRIA,,PHI,MLB,24,5,,,H,H,Normal,1,1,1,7,8,8,8,4,6,7,5,114,111,276,203,60,13,22,0,-0.5,0,0,986.1,0,0,95.8%,192,184,81.4%,43,35,75.8%,33,25,42.9%,14,6,33.3%,18,6,3,0.0,0.0
128599,P. CARTER,,MON,MLB,26,7,,,N,H,Normal,1,1,1,7,8,5,7,5,7,2,5,19,15,27,22,4,1,3,0,-0.5,0,0,119.1,0,0,100.0%,18,18,50.0%,2,1,66.7%,3,2,75.0%,4,3,25.0%,4,1,1,0.0,0.0
136130,J. COLLAZO,,TEX,MLB,23,7,,,N,N,Normal,1,1,1,6,8,8,7,1,6,10,5,23,15,42,35,5,2,2,0,-0.9,0,0,139.2,0,0,92.9%,28,26,83.3%,12,10,33.3%,3,1,0.0%,2,0,66.7%,3,2,0,0.0,0.0
