ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
135441,A. SORENSEN,,LAA,AA,26,11,,,N,H,Normal,1,1,1,4,2,4,2,7,6,10,9,2,1,3,0,3,0,0,0,0.0,0,0,10.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,2,0,0,0.0,-0.1
134827,J. BOWEN,,LAA,AAA,24,4,,,H,N,Fan Fav,1,1,1,3,8,5,3,8,7,9,9,30,29,73,0,73,0,0,0,2.6,0,0,246.0,0,0,100.0%,52,52,100.0%,10,10,87.5%,8,7,50.0%,6,3,9.1%,11,1,18,0.0,-0.7
127569,R. CLUGSTON,,MIL,AAA,26,6,,,N,N,Normal,1,1,1,9,6,8,7,7,7,8,9,1,0,1,0,1,0,0,0,-0.0,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.2
117723,W. CRAFT,,TOR,AAA,31,16,,,H,N,Normal,1,1,1,2,1,6,1,7,4,8,9,6,5,13,0,12,1,0,0,-0.0,0,0,47.0,0,0,100.0%,10,10,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,3,0,1,0.0,0.3
131262,F. DURDEN,,MON,AAA,23,8,,,H,N,Captain,1,1,1,2,2,6,1,6,4,4,9,2,1,4,0,4,0,0,0,0.1,0,0,9.0,0,0,100.0%,2,2,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.0,0.1
128996,J. FOUNTAIN,,VAN,AAA,25,6,,,N,N,Normal,1,1,1,4,3,5,4,7,6,8,9,1,1,3,0,3,0,0,0,-0.0,0,0,7.0,0,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
120238,R. GRIFFIN,,OAK,AAA,24,8,,,L,L,Selfish,1,1,1,2,1,3,1,6,9,7,9,1,1,2,0,1,1,0,0,-0.0,0,0,9.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
121271,B. GUSTAFSON,,VAN,AAA,25,9,,,N,N,Normal,1,1,1,4,4,2,5,7,6,4,9,7,7,17,1,16,0,0,0,0.2,0,0,61.0,0,0,100.0%,15,15,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,3,0,4,0.0,0.2
121357,F. HAMPTON,,WAS,AAA,25,9,,,N,N,Normal,1,1,1,4,4,6,4,9,6,9,9,6,6,14,1,13,0,1,0,-0.3,0,0,52.0,0,0,100.0%,10,10,66.7%,3,2,0.0%,0,0,50.0%,2,1,0.0%,2,0,2,0.0,0.3
133052,R. HANCOCK,,OAK,AAA,28,13,,,N,H,Normal,1,1,1,4,3,6,1,7,5,8,9,6,5,10,0,10,0,0,0,-0.2,0,0,45.1,0,0,100.0%,7,7,100.0%,2,2,0.0%,1,0,50.0%,2,1,0.0%,3,0,6,0.0,-0.3
126758,M. LAMBERT,,CLE,AAA,22,6,,,N,L,Outspoken,1,1,1,6,5,4,5,7,6,8,9,85,83,173,3,166,4,0,0,-0.3,0,0,748.2,0,0,99.2%,128,127,94.4%,18,17,56.2%,16,9,29.4%,34,10,7.9%,38,3,51,0.0,1.2
125891,P. LÓPEZ,,PHI,AAA,22,7,,,N,H,Normal,1,1,1,2,2,4,1,6,6,7,9,1,0,1,0,1,0,0,0,0.0,0,0,2.0,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
126785,B. MINCHEY,,ARI,AAA,25,9,,,N,H,Normal,1,1,1,5,5,3,5,7,8,7,9,12,12,20,3,16,1,0,0,0.2,0,0,102.2,0,0,100.0%,11,11,100.0%,3,3,100.0%,1,1,50.0%,2,1,0.0%,3,0,12,0.0,0.4
133781,T. OTNESS,,LAA,AAA,23,2,,,H,N,Unknown,1,1,1,4,3,7,4,7,7,8,9,60,60,122,2,118,2,0,0,5.5,0,0,530.0,0,0,100.0%,87,87,100.0%,15,15,50.0%,4,2,40.0%,20,8,22.2%,27,6,20,0.0,-0.5
129820,B. PEARSON,,PIT,AAA,24,6,,,N,N,Normal,1,1,1,5,4,3,1,8,6,7,9,8,6,12,0,12,0,0,0,-0.2,0,0,56.0,0,0,100.0%,9,9,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,3,0,4,0.0,0.3
135287,D. SMITH,,SD,AAA,26,11,,,H,N,Normal,1,1,1,1,1,5,1,7,5,8,9,27,25,62,3,59,0,0,0,1.7,0,0,227.0,0,0,100.0%,39,39,100.0%,12,12,80.0%,5,4,50.0%,4,2,15.4%,13,2,14,0.0,0.6
131335,H. SPENCER,,SD,AAA,24,4,,,H,N,Sparkplug,1,1,1,2,2,3,1,6,5,7,9,2,0,1,0,1,0,0,0,-0.0,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
130015,L. VARVA,,BOS,AAA,27,7,,,N,H,Normal,1,1,1,6,7,9,4,5,5,7,9,3,1,2,0,2,0,0,0,-0.3,0,0,8.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
