ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
132037,R. JORDAN,,PIT,AA,25,5,,,H,N,Sparkplug,1,1,1,8,7,10,3,2,6,9,3,1,0,4,2,1,1,0,0,0.1,0,0,3.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133399,W. O'BEIRNE,,SD,AA,22,5,,,N,L,Normal,1,1,1,6,4,4,4,5,5,7,3,16,4,62,4,58,0,6,0,0.5,0,0,70.2,0,0,100.0%,16,16,0.0%,0,0,0.0%,0,0,100.0%,2,2,0.0%,0,0,0,0.0,0.0
131081,J. DE JONGH,,NYM,AAA,23,7,,,N,L,Outspoken,1,1,1,3,3,4,2,5,7,7,3,4,4,41,1,40,0,4,0,0.0,0,0,32.2,0,0,100.0%,10,10,0.0%,0,0,0.0%,1,0,0.0%,2,0,0.0%,0,0,0,0.0,0.0
137268,F. ENCARNACIÓN,,PIT,AAA,32,16,,,N,L,Normal,1,1,1,8,8,8,6,6,6,10,3,1,0,2,0,2,0,0,0,0.0,0,0,6.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128581,P. FLOWERS,,LAA,AAA,26,7,,,N,N,Normal,1,1,1,3,8,2,10,5,7,1,3,2,1,7,0,7,0,1,0,0.0,0,0,10.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
126300,B. HARRIS,,CLE,AAA,29,9,,,H,H,Normal,1,1,1,7,4,4,1,7,5,5,3,93,92,840,50,786,4,76,0,0.6,0,0,828.2,0,0,96.3%,163,157,82.4%,17,14,61.5%,13,8,50.0%,10,5,11.1%,9,1,0,0.0,0.0
134058,G. HARRIS,,PIT,AAA,27,12,,,H,N,Normal,1,1,1,7,5,9,5,5,9,9,3,21,18,170,10,158,2,13,0,-0.6,0,0,165.2,0,0,93.1%,29,27,66.7%,6,4,100.0%,2,2,0.0%,2,0,0.0%,1,0,0,0.0,0.0
126758,M. LAMBERT,,CLE,AAA,22,6,,,N,L,Outspoken,1,1,1,6,5,4,5,7,6,8,3,5,5,51,3,48,0,2,0,0.3,0,0,47.0,0,0,100.0%,5,5,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,1,0.0,0.0
135082,J. OWENS,,WAS,AAA,26,11,,,N,N,Normal,1,1,1,6,7,7,8,5,6,6,3,3,3,26,0,25,1,3,0,0.3,0,0,24.2,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
132625,E. PARSONS,,PIT,AAA,28,13,,,H,H,Normal,1,1,1,4,6,4,5,1,5,2,3,15,15,120,7,113,0,8,0,0.9,0,0,128.0,0,0,100.0%,26,26,100.0%,2,2,100.0%,1,1,100.0%,1,1,0.0%,0,0,0,0.0,0.0
133689,M. REILLY,,COL,AAA,23,5,,,N,N,Normal,1,1,1,4,5,4,1,4,5,2,3,1,1,9,0,9,0,0,0,0.0,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128263,X. SPEARS,,PIT,AAA,22,6,,,N,N,Normal,1,1,1,3,3,4,2,8,9,7,3,1,0,2,0,2,0,0,0,0.0,0,0,1.2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
130015,L. VARVA,,BOS,AAA,27,7,,,N,H,Normal,1,1,1,6,7,9,4,5,5,7,3,2,0,17,0,17,0,2,0,0.0,0,0,12.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
122108,L. WATTS,,LAA,AAA,25,9,,,H,N,Captain,1,1,1,5,5,3,1,6,5,7,3,9,9,76,4,71,1,7,0,-0.3,0,0,77.0,0,0,92.9%,14,13,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
121567,E. YI,,VAN,AAA,25,9,,,N,N,Normal,1,1,1,5,5,10,4,3,5,10,3,2,2,23,1,21,1,0,0,-0.5,0,0,17.1,0,0,100.0%,4,4,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
