ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
1055,David Wren,14,5,2,0,2,2,0,0,0,0,1.000,6.00,0.1,1.038,0,0,3.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
1971,Benedikt Wiese,8,5,131,131,310,228,68,14,33,0,.955,2.36,2.3,1.015,0,0,1130.0,0,0,95.1%,206,196,85.5%,55,47,76.3%,38,29,50.0%,22,11,35.0%,20,7,3,0.0,0.0
393,Andy Watts,10,5,26,26,80,59,17,4,5,0,.950,2.83,-2.6,.951,0,0,242.0,0,0,92.6%,68,63,90.9%,11,10,33.3%,3,1,0.0%,5,0,0.0%,4,0,1,0.0,0.0
254,Gerardo Vazquez,14,5,20,20,63,47,12,4,6,0,.937,2.87,-0.7,.933,0,0,185.0,0,0,91.3%,46,42,100.0%,8,8,83.3%,6,5,50.0%,4,2,66.7%,3,2,1,0.0,0.0
1806,Antonio Vallejo,8,5,6,6,17,14,3,0,1,0,1.000,2.83,0.6,1.038,0,0,54.0,0,0,100.0%,9,9,100.0%,5,5,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1582,Frank Valenzuela,9,5,31,25,69,55,11,3,10,0,.957,2.58,0.1,.973,0,0,230.2,0,0,96.0%,50,48,90.9%,11,10,66.7%,3,2,0.0%,1,0,44.4%,9,4,1,0.0,0.0
1146,Alex Torres,13,5,135,135,325,251,60,14,25,0,.957,2.32,-2.0,.991,0,0,1205.2,0,0,93.7%,221,207,88.2%,68,60,70.0%,30,21,43.5%,23,10,20.0%,25,5,2,0.0,0.0
2026,Andy Toomey,12,5,135,135,349,278,53,18,28,0,.948,2.47,2.3,1.015,0,0,1207.2,0,0,95.4%,240,229,79.4%,63,50,78.3%,23,18,44.0%,25,11,43.8%,32,14,4,0.0,0.0
3857,Lee Tommasino,2,5,19,19,55,39,13,3,1,0,.945,2.74,1.0,1.038,0,0,171.0,0,0,91.9%,37,34,90.0%,10,9,80.0%,5,4,100.0%,3,3,50.0%,2,1,0,0.0,0.0
1607,Kevin Tindell,8,5,25,20,60,47,9,4,11,0,.933,2.59,-0.2,.980,0,0,194.1,0,0,97.4%,38,37,84.6%,13,11,50.0%,6,3,66.7%,6,4,25.0%,8,2,0,0.0,0.0
1475,Dave Tanis,9,5,84,83,206,148,49,9,8,0,.956,2.37,-0.1,.978,0,0,749.1,0,0,92.6%,135,125,85.3%,34,29,87.5%,24,21,61.5%,13,8,31.8%,22,7,2,0.0,0.0
160,Michael Stevens,9,5,20,20,47,32,11,4,5,0,.915,2.09,0.2,1.010,0,0,185.0,0,0,92.3%,26,24,100.0%,9,9,60.0%,5,3,50.0%,8,4,33.3%,3,1,0,0.0,0.0
1776,Adam Short,7,5,45,45,111,74,30,7,9,0,.937,2.32,-3.9,.901,0,0,403.0,0,0,90.9%,77,70,83.3%,24,20,66.7%,6,4,20.0%,5,1,33.3%,12,4,0,0.0,0.0
722,Nick Seal,11,5,4,4,9,7,2,0,2,0,1.000,2.15,0.1,1.038,0,0,37.2,0,0,100.0%,8,8,0.0%,0,0,0.0%,1,0,0.0%,0,0,33.3%,3,1,0,0.0,0.0
2589,Casey Scroggins,7,5,31,27,78,58,17,3,6,0,.962,2.73,-1.0,.961,0,0,247.2,0,0,94.9%,59,56,100.0%,13,13,50.0%,6,3,50.0%,2,1,0.0%,5,0,1,0.0,0.0
1719,Rory Santiago,9,5,139,139,370,281,80,9,28,0,.976,2.62,10.1,1.052,0,0,1240.0,0,0,97.2%,248,241,96.5%,57,55,77.8%,36,28,61.9%,21,13,32.4%,37,12,6,0.0,0.0
2246,Mario Santiago,5,5,25,21,57,36,13,8,5,0,.860,2.26,-3.4,.869,0,0,195.1,0,0,85.4%,41,35,83.3%,12,10,33.3%,3,1,0.0%,4,0,60.0%,5,3,2,0.0,0.0
1478,Mario Sanchez,11,5,82,79,193,150,30,13,19,0,.933,2.26,-2.8,.971,0,0,716.0,0,0,92.6%,135,125,80.0%,35,28,69.6%,23,16,50.0%,8,4,33.3%,9,3,3,0.0,0.0
