ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
25,Gabriel Zamago,10,7,119,119,203,3,196,4,0,0,.980,1.74,5.5,1.048,0,0,1031.0,0,0,98.6%,146,144,100.0%,25,25,58.8%,17,10,34.4%,32,11,10.9%,55,6,75,0.0,2.6
1779,Dave Younker,13,7,3,3,3,0,3,0,0,0,1.000,1.00,-0.5,.647,0,0,27.0,0,0,50.0%,2,1,0.0%,0,0,100.0%,1,1,0.0%,2,0,33.3%,3,1,1,0.0,-0.1
1726,Jian-ying Xú,8,7,57,55,77,3,71,3,0,0,.961,1.35,-5.4,.931,0,0,492.2,0,0,90.3%,62,56,78.6%,14,11,60.0%,5,3,6.2%,16,1,0.0%,13,0,35,0.0,0.1
1920,Scott White,9,7,1,1,1,0,1,0,0,0,1.000,1.00,-0.1,.971,0,0,9.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,2,0,0,0.0,0.0
3097,Joe Wheat,6,7,3,0,2,0,2,0,0,0,1.000,4.50,-0.0,.971,0,0,4.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
684,Mike Weathersby,8,7,113,113,214,3,210,1,0,0,.995,1.89,6.6,1.047,0,0,1016.1,0,0,100.0%,152,152,100.0%,39,39,66.7%,9,6,35.7%,28,10,7.5%,40,3,62,0.0,4.5
1555,Ajani Weathersby,7,7,142,142,226,7,211,8,1,0,.965,1.52,-14.3,.896,0,0,1287.2,0,0,95.0%,160,152,81.8%,44,36,51.7%,29,15,14.3%,42,6,3.9%,51,2,83,0.0,-1.1
1951,Kellen Virgilio,4,7,144,139,210,5,200,5,0,0,.976,1.49,-10.4,.932,0,0,1235.1,0,0,96.4%,167,161,84.4%,32,27,40.0%,20,8,3.4%,29,1,6.1%,49,3,71,0.0,-1.7
1556,Jesus Velazquez,8,7,1,1,2,0,2,0,0,0,1.000,2.25,-0.0,.971,0,0,8.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,-0.0
308,Carlos Vasquez,9,7,4,1,1,0,1,0,0,0,1.000,0.73,0.1,.971,0,0,12.1,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,1,0.0,0.0
1582,Frank Valenzuela,9,7,17,8,15,0,15,0,0,0,1.000,1.52,-1.3,.906,0,0,89.0,0,0,91.7%,12,11,100.0%,4,4,0.0%,2,0,0.0%,2,0,0.0%,3,0,4,0.0,0.1
3589,Robert Vaca,11,7,57,39,77,0,75,2,0,0,.974,1.77,0.7,1.013,0,0,382.0,0,0,98.2%,55,54,100.0%,14,14,50.0%,6,3,25.0%,8,2,10.0%,20,2,15,0.0,-0.3
355,Ryan Turner,17,7,4,0,2,0,2,0,0,0,1.000,3.60,0.3,.971,0,0,5.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
1106,John Trager,16,7,3,3,4,0,4,0,0,0,1.000,1.33,-0.2,.971,0,0,27.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,0,0,3,0.0,0.3
868,Mike Thome,8,7,29,28,39,1,38,0,0,0,1.000,1.39,-3.8,.921,0,0,252.1,0,0,90.0%,30,27,63.6%,11,7,60.0%,5,3,9.1%,11,1,0.0%,10,0,12,0.0,-0.2
2091,Dave Swanson,6,7,64,63,97,1,95,1,0,0,.990,1.53,-2.3,.950,0,0,564.0,0,0,94.6%,74,70,100.0%,15,15,100.0%,8,8,10.5%,19,2,0.0%,17,0,41,0.0,-1.6
2846,Joel Starcher,11,7,12,0,4,0,4,0,0,0,1.000,1.89,-0.0,.971,0,0,19.0,0,0,100.0%,1,1,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,0,0,3,0.0,-0.1
1528,Bob Stanton,7,7,142,142,265,0,264,1,0,0,.996,1.88,10.7,1.073,0,0,1266.0,0,0,100.0%,194,194,97.7%,44,43,56.2%,16,9,25.0%,28,7,23.4%,47,11,76,0.0,3.0
1059,George Smith,7,7,150,142,255,4,249,2,1,0,.992,1.82,4.6,1.025,0,0,1254.0,0,0,100.0%,190,190,88.6%,35,31,63.2%,19,12,36.7%,30,11,8.9%,56,5,60,0.0,1.8
2147,Graig Saunders,9,7,32,30,44,1,42,1,0,0,.977,1.47,-4.8,.882,0,0,263.0,0,0,82.5%,40,33,75.0%,4,3,40.0%,5,2,21.4%,14,3,7.1%,14,1,11,0.0,-1.0
1478,Mario Sanchez,11,7,39,39,53,0,52,1,0,0,.981,1.37,-3.3,.918,0,0,342.0,0,0,95.6%,45,43,66.7%,6,4,50.0%,6,3,20.0%,10,2,0.0%,16,0,22,0.0,2.4
352,Alex Ruiz,15,7,141,141,267,10,252,5,2,0,.981,1.88,6.3,1.039,0,0,1255.1,0,0,100.0%,189,189,97.1%,35,34,78.3%,23,18,16.7%,30,5,11.5%,52,6,53,0.0,1.9
590,Steve Rollison,12,7,30,30,57,0,57,0,0,0,1.000,1.98,-2.0,.919,0,0,258.2,0,0,95.5%,44,42,81.8%,11,9,80.0%,5,4,33.3%,6,2,0.0%,7,0,20,0.0,-0.8
22,Sergio Rodriguez,11,7,39,27,49,1,47,1,1,0,.980,1.63,-3.1,.895,0,0,264.1,0,0,94.6%,37,35,80.0%,10,8,50.0%,4,2,16.7%,6,1,6.7%,15,1,14,0.0,-1.0
2025,Mike Rodriguez,8,7,4,3,5,0,5,0,0,0,1.000,1.32,-0.1,.971,0,0,34.0,0,0,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,2,0,0,0.0,0.2
3071,Brian Rodriguez,8,7,5,2,4,0,4,0,0,0,1.000,1.66,-0.3,.971,0,0,21.2,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,3,0,0.0%,0,0,0,0.0,-0.0
304,Matt Reichenbach,13,7,81,73,123,3,118,2,0,0,.984,1.65,-8.6,.892,0,0,661.0,0,0,95.6%,90,86,84.6%,26,22,40.0%,15,6,8.3%,24,2,6.5%,31,2,48,0.0,-0.6
1012,Sal Prado,13,7,18,18,32,0,32,0,0,0,1.000,1.83,0.5,1.071,0,0,157.0,0,0,100.0%,26,26,100.0%,5,5,0.0%,2,0,50.0%,2,1,0.0%,9,0,7,0.0,0.9
3535,Vicente Pinto,2,7,144,144,256,3,248,5,0,0,.980,1.76,3.8,1.017,0,0,1284.1,0,0,99.5%,184,183,89.7%,39,35,68.0%,25,17,43.5%,23,10,6.0%,50,3,61,0.0,0.7
1060,Yasuo Pimentel,11,7,12,1,1,0,1,0,0,0,1.000,0.43,0.1,.000,0,0,21.0,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,2,0.0,0.7
