ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
2638,Noah Williams,10,2,39,38,327,22,304,1,4,0,.997,8.34,0.6,1.162,22,6,352.0,1,140,83.3%,6,5,100.0%,3,3,100.0%,4,4,0.0%,0,0,0.0%,0,0,0,1.2,0.0
438,Nate Willcutt,13,2,109,108,957,55,900,2,5,0,.998,8.81,-3.2,1.055,73,14,975.1,14,413,100.0%,26,26,100.0%,6,6,71.4%,7,5,0.0%,0,0,0.0%,0,0,0,0.4,0.0
296,Dylan Wilkerson,9,2,45,45,350,25,323,2,2,0,.994,8.00,-2.2,.697,39,10,391.2,4,219,80.0%,10,8,100.0%,3,3,33.3%,3,1,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
1095,Sean Vowell,12,2,48,43,368,17,350,1,0,0,.997,8.61,-0.4,.747,33,8,383.2,1,168,100.0%,4,4,100.0%,2,2,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,-0.9,0.0
1771,Jeremy Vande Zande,8,2,119,119,1093,61,1030,2,2,0,.998,9.31,1.2,1.068,64,17,1054.2,5,469,94.1%,17,16,100.0%,8,8,100.0%,7,7,0.0%,0,0,0.0%,0,0,0,6.3,0.0
2779,Willie Valeriand,7,2,108,108,1003,58,940,5,6,0,.995,9.35,-0.9,.864,87,24,960.1,8,480,100.0%,23,23,100.0%,8,8,85.7%,7,6,0.0%,0,0,0.0%,0,0,0,6.5,0.0
2470,Charlie Vaillancourt,6,2,43,43,383,22,361,0,3,0,1.000,8.88,0.7,1.329,26,6,388.0,1,156,93.8%,16,15,100.0%,4,4,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,0.1,0.0
62,John Trudeau,8,2,119,119,980,61,917,2,7,0,.998,8.33,0.7,.934,90,29,1056.1,8,550,94.7%,19,18,100.0%,6,6,87.5%,8,7,100.0%,2,2,0.0%,0,0,0,4.2,0.0
2219,Steve Stalder,4,2,54,54,509,31,474,4,1,0,.992,9.46,0.8,.996,42,13,480.1,2,246,100.0%,5,5,100.0%,4,4,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,-2.4,0.0
1049,Steve Stacy,6,2,79,72,617,33,581,3,3,0,.995,8.36,0.0,1.245,43,9,661.0,4,280,100.0%,15,15,100.0%,4,4,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.7,0.0
1237,Edward Silva,8,2,118,118,964,78,878,8,8,0,.992,8.18,0.4,1.036,88,24,1051.1,6,466,92.9%,28,26,100.0%,10,10,100.0%,12,12,0.0%,0,0,0.0%,0,0,0,7.6,0.0
2246,Mario Santiago,5,2,51,45,392,14,375,3,2,0,.992,8.48,-0.1,.996,23,4,413.0,1,166,100.0%,5,5,100.0%,1,1,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
1001,Jamie Sandy,7,2,117,117,1030,58,971,1,3,0,.999,8.76,1.6,.947,69,24,1057.2,5,438,100.0%,23,23,100.0%,12,12,70.0%,10,7,0.0%,0,0,0.0%,1,0,0,3.0,0.0
767,Guillermo Saldana,8,2,44,43,355,17,337,1,1,0,.997,8.32,-0.3,.830,25,8,383.0,2,161,75.0%,8,6,100.0%,4,4,75.0%,4,3,0.0%,0,0,0.0%,1,0,0,-0.8,0.0
1854,William Ruiz,6,2,54,54,439,28,411,0,2,0,1.000,8.36,0.1,1.245,36,7,472.2,3,251,100.0%,15,15,100.0%,2,2,100.0%,4,4,0.0%,0,0,0.0%,0,0,0,2.7,0.0
3610,Dario Ruiz,7,2,44,44,355,17,338,0,1,0,1.000,8.16,-0.3,.996,25,5,391.2,3,171,100.0%,7,7,100.0%,1,1,100.0%,4,4,0.0%,0,0,0.0%,0,0,0,1.3,0.0
3254,Ivan Robles,6,2,58,44,374,30,343,1,3,0,.997,8.01,0.5,.996,31,11,419.1,3,213,90.9%,11,10,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.7,0.0
2596,Danny Rivera,5,2,55,54,515,28,485,2,4,0,.996,9.37,0.7,.996,43,14,492.2,3,197,100.0%,9,9,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.7,0.0
3087,Steve Raw,5,2,44,44,439,32,406,1,2,0,.998,9.89,0.1,1.139,42,12,398.2,3,179,91.7%,12,11,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,-0.7,0.0
1659,Braxton Powers,8,2,43,43,347,24,322,1,2,0,.997,8.09,-0.6,.872,32,10,385.0,4,194,88.9%,9,8,0.0%,0,0,83.3%,6,5,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
344,Jairo Pino,7,2,46,44,371,28,342,1,2,0,.997,8.30,-1.0,.996,45,15,401.0,8,177,88.9%,9,8,100.0%,2,2,80.0%,5,4,0.0%,0,0,0.0%,0,0,0,-0.5,0.0
484,Tony Perez,6,2,119,119,1049,61,987,1,5,0,.999,8.90,-0.5,1.068,96,20,1060.1,4,526,95.0%,20,19,100.0%,6,6,100.0%,10,10,0.0%,0,0,0.0%,0,0,0,6.2,0.0
156,Christian Peggins,16,2,115,115,987,74,909,4,5,0,.996,8.59,0.5,.996,80,29,1030.0,12,466,96.2%,26,25,100.0%,5,5,90.0%,10,9,0.0%,0,0,0.0%,1,0,0,-4.7,0.0
532,Antonio Patino,7,2,111,107,960,83,876,1,5,0,.999,9.15,1.9,.996,119,39,943.1,7,542,100.0%,23,23,100.0%,4,4,100.0%,13,13,0.0%,0,0,0.0%,0,0,0,-2.2,0.0
