ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
1779,Dave Younker,13,9,1,0,1,0,1,0,0,0,1.000,9.00,-0.2,.969,0,0,1.0,0,0,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1726,Jian-ying Xú,8,9,18,16,31,0,31,0,0,0,1.000,1.92,-2.9,.878,0,0,145.0,0,0,100.0%,22,22,72.7%,11,8,0.0%,3,0,0.0%,3,0,7.7%,13,1,15,0.0,1.9
1055,David Wren,14,9,85,80,147,1,144,2,0,0,.986,1.83,-6.9,.936,0,0,713.2,0,0,97.6%,124,121,88.9%,18,16,31.2%,16,5,0.0%,16,0,6.7%,30,2,45,0.0,5.8
1920,Scott White,9,9,30,20,46,0,45,1,0,0,.978,2.02,-1.3,.948,0,0,200.0,0,0,100.0%,38,38,71.4%,7,5,33.3%,3,1,0.0%,1,0,14.3%,7,1,7,0.0,1.7
2230,Chris Walsh,8,9,27,18,28,1,26,1,0,0,.964,1.36,-1.7,.932,0,0,178.2,0,0,95.2%,21,20,75.0%,4,3,60.0%,5,3,0.0%,5,0,0.0%,6,0,14,0.0,-0.3
1556,Jesus Velazquez,8,9,2,2,4,0,4,0,0,0,1.000,1.89,0.1,.969,0,0,19.0,0,0,100.0%,1,1,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0.0,0.3
308,Carlos Vasquez,9,9,7,0,1,0,1,0,0,0,1.000,0.82,-0.0,.969,0,0,11.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
3589,Robert Vaca,11,9,30,30,52,0,52,0,0,0,1.000,1.85,0.2,.969,0,0,253.1,0,0,100.0%,36,36,100.0%,10,10,100.0%,4,4,25.0%,8,2,0.0%,9,0,14,0.0,2.1
355,Ryan Turner,17,9,54,29,60,1,58,1,0,0,.983,1.84,-4.0,.952,0,0,288.1,0,0,94.2%,52,49,62.5%,8,5,44.4%,9,4,0.0%,6,0,0.0%,18,0,19,0.0,-0.7
1106,John Trager,16,9,85,32,100,1,95,4,0,0,.960,2.19,2.2,1.013,0,0,395.1,0,0,98.5%,68,67,100.0%,15,15,100.0%,9,9,22.2%,9,2,9.1%,22,2,20,0.0,-0.7
