ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
6588,Bryant Anderson,14,4,28,27,144,79,62,3,24,0,.979,5.12,2.8,1.064,0,0,248.0,0,0,95.6%,68,65,70.0%,10,7,85.7%,7,6,18.2%,11,2,25.0%,12,3,6,0.0,0.0
7024,Tim Beideman,8,4,24,23,93,45,48,0,16,0,1.000,4.12,-1.9,.926,0,0,203.0,0,0,91.3%,46,42,40.0%,5,2,16.7%,6,1,33.3%,6,2,5.3%,19,1,4,0.0,0.0
6451,Brandon Bennett,7,4,31,27,115,62,52,1,17,0,.991,4.15,-2.7,.882,0,0,247.1,0,0,90.5%,63,57,61.1%,18,11,57.1%,7,4,0.0%,2,0,0.0%,10,0,0,0.0,0.0
6694,Cory Blake,13,4,139,139,556,331,217,8,103,0,.986,4.23,-13.9,.896,0,0,1166.2,0,0,90.3%,309,279,65.1%,63,41,36.7%,49,18,16.3%,49,8,4.9%,61,3,27,0.0,0.0
7004,Steve Boyer,8,4,10,10,40,25,14,1,8,0,.975,3.97,-1.1,.900,0,0,88.1,0,0,91.3%,23,21,0.0%,1,0,0.0%,1,0,0.0%,6,0,20.0%,5,1,5,0.0,0.0
6947,Gustavo Briones,16,4,14,13,51,26,25,0,7,0,1.000,3.97,2.9,1.557,0,0,115.2,0,0,94.1%,17,16,71.4%,7,5,83.3%,6,5,50.0%,2,1,14.3%,7,1,3,0.0,0.0
6687,Jose Campos,12,4,52,23,128,71,54,3,19,0,.977,4.23,-5.2,.868,0,0,266.0,0,0,78.2%,78,61,81.8%,11,9,55.6%,9,5,16.7%,12,2,0.0%,12,0,6,0.0,0.0
6894,Phil Chambers,13,4,25,25,122,63,54,5,17,0,.959,4.71,0.5,1.059,0,0,223.1,0,0,92.9%,56,52,46.7%,15,7,40.0%,10,4,25.0%,16,4,27.3%,11,3,2,0.0,0.0
7257,Jose Colon,7,4,137,137,542,304,232,6,96,0,.989,3.95,-5.3,.955,0,0,1220.0,0,0,90.6%,298,270,63.4%,41,26,45.2%,42,19,30.2%,43,13,3.6%,56,2,30,0.0,0.0
7023,William Cronin,6,4,139,139,636,366,264,6,105,0,.991,4.50,2.6,1.031,0,0,1258.2,0,0,92.2%,334,308,71.2%,52,37,42.1%,57,24,18.0%,50,9,15.5%,84,13,25,0.0,-0.1
6744,John Del Fosse,16,4,47,42,166,92,72,2,29,0,.988,3.95,-6.3,.858,0,0,373.1,0,0,84.9%,93,79,60.0%,15,9,40.0%,15,6,11.8%,17,2,6.2%,16,1,6,0.0,0.0
6978,Adam DeLaMater,10,4,41,41,189,103,85,1,37,0,.995,4.61,-4.4,.884,0,0,367.0,0,0,86.4%,88,76,60.0%,15,9,46.7%,15,7,16.7%,18,3,16.7%,24,4,7,0.0,0.0
6640,Matt Delehanty,8,4,74,74,296,175,118,3,37,0,.990,3.93,-3.0,.938,0,0,671.1,0,0,92.6%,162,150,77.4%,31,24,38.5%,26,10,23.3%,30,7,3.1%,32,1,14,0.0,0.0
6999,Ben Derrick,12,4,35,35,178,109,67,2,35,0,.989,4.90,2.9,1.057,0,0,323.0,0,0,96.6%,87,84,35.7%,14,5,72.7%,11,8,44.4%,18,8,11.1%,18,2,6,0.0,0.0
7083,T.J. Donahue,19,4,13,8,40,16,24,0,4,0,1.000,4.39,-1.5,.874,0,0,82.0,0,0,81.8%,22,18,83.3%,6,5,0.0%,2,0,0.0%,4,0,0.0%,3,0,2,0.0,0.0
6659,Dimitri Elder,9,4,142,142,677,406,259,12,122,0,.982,4.80,13.1,1.098,0,0,1246.0,0,0,93.9%,314,295,72.5%,69,50,60.8%,74,45,24.2%,66,16,11.5%,61,7,30,0.0,0.0
6945,Bill Funk,11,4,136,136,634,380,246,8,114,0,.987,4.72,13.7,1.101,0,0,1193.0,0,0,93.9%,330,310,76.4%,55,42,71.8%,39,28,23.7%,59,14,12.5%,56,7,29,0.0,0.0
6790,Danny Garcia,11,4,29,29,114,56,53,5,12,0,.956,3.89,-5.6,.802,0,0,252.0,0,0,84.5%,58,49,50.0%,14,7,10.0%,10,1,22.2%,9,2,25.0%,12,3,8,0.0,0.0
7231,Larry Garner,12,4,43,19,107,60,44,3,18,0,.972,4.49,0.9,1.047,0,0,208.2,0,0,88.2%,51,45,100.0%,9,9,44.4%,9,4,33.3%,9,3,7.1%,14,1,4,0.0,0.0
6824,William Garrett,16,4,135,135,620,376,237,7,84,0,.989,4.65,16.1,1.100,0,0,1187.2,0,0,94.7%,300,284,70.1%,67,47,60.7%,61,37,37.3%,59,22,17.6%,85,15,31,0.0,0.0
6789,Nelson Gonzales,7,4,1,0,2,2,0,0,0,0,1.000,6.00,0.0,.991,0,0,3.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6529,Scott Gonzalez,14,4,58,18,123,62,58,3,22,0,.976,4.98,-3.1,.878,0,0,216.2,0,0,88.5%,52,46,46.2%,13,6,50.0%,10,5,22.2%,9,2,6.7%,15,1,5,0.0,0.0
6816,Blake Goodwin,15,4,17,17,84,54,30,0,12,0,1.000,4.76,3.9,1.132,0,0,158.2,0,0,97.9%,47,46,87.5%,8,7,50.0%,6,3,50.0%,8,4,30.0%,10,3,4,0.0,0.0
6841,Jeff Gray,11,4,141,141,683,423,237,23,136,0,.966,4.69,5.7,1.007,0,0,1267.0,0,0,92.3%,350,323,78.8%,52,41,67.3%,52,35,25.4%,59,15,13.2%,68,9,22,0.0,0.0
6457,Adam Green,7,4,1,0,3,2,1,0,1,0,1.000,5.40,0.1,.991,0,0,5.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
6685,Danny Hammell,8,4,2,0,3,2,1,0,0,0,1.000,13.50,0.0,.991,0,0,2.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7153,Brandon Hampton,6,4,141,141,659,348,300,11,94,0,.983,4.72,-12.6,.931,0,0,1236.2,0,0,89.1%,339,302,66.2%,71,47,33.3%,60,20,19.1%,68,13,8.0%,75,6,37,0.0,0.0
7238,Troy Heil,9,4,144,143,608,319,280,9,105,0,.985,4.41,-16.1,.908,0,0,1222.2,0,0,86.6%,298,258,59.6%,57,34,35.4%,48,17,22.4%,49,11,4.2%,96,4,36,0.0,0.0
6997,Ruben Hernandez,5,4,117,117,543,315,216,12,79,0,.978,4.60,13.6,1.092,0,0,1038.0,0,0,92.5%,266,246,83.3%,48,40,60.5%,43,26,36.7%,60,22,24.4%,45,11,20,0.0,0.0
6562,Frank Hilton,6,4,55,54,237,145,89,3,36,0,.987,4.33,-6.6,.890,0,0,486.0,0,0,86.1%,137,118,60.9%,23,14,52.6%,19,10,25.0%,28,7,8.6%,35,3,8,0.0,0.0
6874,Ricky Hutson,11,4,119,119,537,326,200,11,98,0,.980,4.47,7.3,1.072,0,0,1058.1,0,0,92.0%,263,242,73.9%,46,34,56.9%,51,29,27.4%,62,17,10.1%,69,7,29,0.0,0.0
6711,John Jack,8,4,26,26,137,86,47,4,20,0,.971,5.11,4.5,1.109,0,0,234.1,0,0,88.9%,81,72,100.0%,8,8,64.3%,14,9,60.0%,15,9,20.0%,15,3,4,0.0,0.0
