ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
6588,Bryant Anderson,14,3,57,49,404,19,378,7,43,0,.983,8.45,-1.8,.968,0,0,423.0,0,0,92.4%,66,61,70.6%,17,12,55.6%,9,5,100.0%,2,2,0.0%,4,0,2,0.0,0.0
6771,Chris Balkey,4,3,3,3,21,1,19,1,4,0,.952,6.92,-0.5,.761,0,0,26.0,0,0,75.0%,4,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6483,Mike Bauman,19,3,116,103,891,60,824,7,73,0,.992,8.22,-0.9,.979,0,0,968.1,0,0,97.8%,182,178,82.8%,29,24,56.5%,23,13,30.0%,10,3,0.0%,12,0,3,0.0,0.0
6528,Matt Benbrook,11,3,150,148,1288,76,1205,7,112,0,.995,8.70,-1.4,.980,0,0,1325.2,0,0,96.1%,229,220,84.8%,46,39,63.6%,22,14,33.3%,15,5,0.0%,14,0,0,0.0,0.0
6970,Jesse Bergin,19,3,146,146,1253,67,1179,7,129,0,.994,8.65,-0.7,.991,0,0,1296.0,0,0,95.8%,238,228,75.0%,32,24,83.3%,18,15,30.0%,10,3,0.0%,12,0,1,0.0,0.0
7022,Bobby Bertrand,17,3,145,145,1324,72,1250,2,117,0,.998,9.39,-1.0,.978,0,0,1267.2,0,0,96.9%,228,221,83.3%,36,30,64.3%,14,9,33.3%,15,5,0.0%,9,0,5,0.0,0.0
7103,Haykuni Beyburtian,7,3,1,1,12,2,10,0,2,0,1.000,5.23,0.1,1.015,0,0,20.2,0,0,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7100,Tyler Blew,9,3,16,16,115,6,108,1,12,0,.991,7.31,-0.3,.976,0,0,140.1,0,0,96.6%,29,28,83.3%,6,5,0.0%,1,0,0.0%,0,0,0.0%,2,0,1,0.0,0.0
6606,Matt Brinkman,13,3,149,149,1333,86,1241,6,144,0,.995,8.93,3.6,1.045,0,0,1337.0,0,0,96.7%,244,236,88.6%,35,31,63.0%,27,17,20.0%,15,3,16.7%,6,1,1,0.0,0.0
6486,Randy Buttrum,22,3,49,49,339,23,313,3,24,0,.991,7.69,-0.1,1.000,0,0,393.0,0,0,95.2%,63,60,85.7%,21,18,50.0%,2,1,40.0%,5,2,0.0%,4,0,1,0.0,0.0
6632,Corey Cabe,7,3,105,105,876,41,834,1,77,0,.999,8.73,-0.8,.986,0,0,901.2,0,0,96.7%,151,146,89.5%,19,17,60.0%,15,9,11.1%,9,1,0.0%,8,0,2,0.0,0.0
6918,Jose Clavijo,10,3,56,42,374,19,352,3,35,0,.992,8.25,-0.5,.974,0,0,404.2,0,0,96.5%,57,55,66.7%,6,4,87.5%,8,7,0.0%,3,0,0.0%,9,0,1,0.0,0.0
6738,Mark Clements,17,3,18,18,154,6,148,0,14,0,1.000,8.83,1.4,1.122,0,0,157.0,0,0,100.0%,22,22,100.0%,1,1,100.0%,3,3,50.0%,2,1,0.0%,0,0,0,0.0,0.0
6560,Mike Cooke,10,3,46,2,123,7,114,2,16,0,.984,8.40,-1.4,.918,0,0,129.2,0,0,91.3%,23,21,50.0%,4,2,0.0%,1,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
6641,Kyle Court,20,3,51,51,447,21,420,6,40,0,.987,9.19,-3.1,.920,0,0,432.0,0,0,92.1%,76,70,75.0%,12,9,60.0%,5,3,25.0%,4,1,0.0%,4,0,2,0.0,0.0
7260,Jon Davis,13,3,15,14,112,5,107,0,9,0,1.000,8.00,0.5,1.015,0,0,126.0,0,0,100.0%,16,16,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7178,Danny Dickson,11,3,149,149,1384,83,1295,6,139,0,.996,9.36,4.5,1.037,0,0,1325.2,0,0,97.5%,236,230,80.4%,46,37,84.4%,32,27,23.5%,17,4,11.1%,9,1,4,0.0,0.0
6736,Steve Dirks,22,3,144,144,1263,63,1196,4,119,0,.997,8.84,2.5,1.024,0,0,1282.1,0,0,97.0%,233,226,81.5%,27,22,73.7%,19,14,35.3%,17,6,0.0%,8,0,3,0.0,0.0
7256,Craig Ellis,11,3,9,6,57,2,55,0,7,0,1.000,8.84,-0.7,.870,0,0,58.0,0,0,100.0%,10,10,0.0%,0,0,0.0%,3,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6665,Dan Fallis,11,3,149,149,1281,59,1210,12,123,0,.991,8.77,-5.1,.954,0,0,1302.0,0,0,93.9%,229,215,86.1%,36,31,57.9%,19,11,11.1%,9,1,0.0%,18,0,1,0.0,0.0
6502,Jesus Felix,16,3,148,148,1246,94,1147,5,118,0,.996,8.31,8.0,1.051,0,0,1343.1,0,0,97.6%,248,242,96.2%,52,50,84.2%,19,16,41.2%,17,7,0.0%,10,0,3,0.0,0.0
6788,Antonio Garcia,20,3,56,52,414,30,381,3,39,0,.993,7.94,-1.3,.968,0,0,465.2,0,0,96.7%,92,89,81.8%,11,9,37.5%,8,3,40.0%,5,2,0.0%,6,0,0,0.0,0.0
6790,Danny Garcia,11,3,92,92,730,51,677,2,64,0,.997,8.16,3.7,1.045,0,0,803.0,0,0,98.0%,150,147,100.0%,12,12,52.9%,17,9,66.7%,6,4,20.0%,10,2,5,0.0,0.0
7048,Malachi Garcia,10,3,37,37,331,16,311,4,22,0,.988,8.95,-2.5,.880,0,0,329.0,0,0,93.5%,46,43,50.0%,8,4,60.0%,5,3,33.3%,3,1,33.3%,3,1,2,0.0,0.0
6847,Salvatore Garza,7,3,5,0,7,1,6,0,1,0,1.000,7.88,0.0,1.015,0,0,8.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6554,Brett Grant,9,3,150,149,1221,61,1151,9,106,0,.993,8.90,-7.3,.958,0,0,1226.0,0,0,91.1%,213,194,76.3%,38,29,36.8%,19,7,50.0%,10,5,0.0%,8,0,1,0.0,0.0
6457,Adam Green,7,3,149,149,1224,59,1155,10,138,0,.992,8.23,2.3,1.020,0,0,1327.1,0,0,95.0%,220,209,90.3%,31,28,50.0%,16,8,73.3%,15,11,7.1%,14,1,1,0.0,0.0
6844,Elijah Haley,11,3,13,13,107,6,100,1,10,0,.991,8.11,-0.3,.942,0,0,117.2,0,0,90.9%,11,10,75.0%,4,3,100.0%,3,3,0.0%,1,0,0.0%,2,0,1,0.0,0.0
6873,Tyler Hall,12,3,149,149,1314,76,1229,9,131,0,.993,8.84,-2.2,.973,0,0,1329.1,0,0,94.7%,207,196,91.7%,60,55,63.2%,19,12,13.3%,15,2,0.0%,13,0,2,0.0,0.0
6580,Devin Halter,6,3,2,0,6,0,6,0,1,0,1.000,11.57,0.0,1.015,0,0,4.2,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6511,Oliver Hartwick,14,3,13,13,112,8,103,1,10,0,.991,8.37,-0.7,.969,0,0,119.1,0,0,94.4%,18,17,80.0%,5,4,50.0%,2,1,0.0%,2,0,0.0%,3,0,0,0.0,0.0
6710,Ben Hasty,12,3,150,150,1360,68,1285,7,131,0,.995,8.96,-2.0,.980,0,0,1359.0,0,0,94.6%,221,209,78.6%,28,22,63.6%,22,14,50.0%,12,6,0.0%,8,0,2,0.0,0.0
7032,Josiah Holland,10,3,33,0,34,1,33,0,3,0,1.000,8.12,0.2,1.015,0,0,37.2,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
