ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
6609,Mike Baker,12,8,2,2,2,0,2,0,0,0,1.000,1.06,-0.0,1.026,0,0,17.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
6537,John Bennett,10,8,124,124,351,7,340,4,1,0,.989,2.81,7.0,1.038,0,0,1109.2,0,0,98.6%,216,213,95.5%,67,64,62.9%,62,39,50.0%,36,18,17.1%,35,6,110,0.0,0.7
7055,Josh Bernard,7,8,5,5,16,1,15,0,0,0,1.000,3.20,-0.8,.961,0,0,45.0,0,0,78.6%,14,11,100.0%,2,2,100.0%,1,1,100.0%,1,1,0.0%,1,0,2,0.0,0.5
7131,Josh Black,12,8,19,19,46,2,43,1,1,0,.978,2.42,-1.2,.959,0,0,167.2,0,0,93.5%,31,29,71.4%,7,5,75.0%,8,6,40.0%,5,2,20.0%,5,1,17,0.0,0.1
6635,Jimmy Bowers,12,8,5,5,10,0,10,0,0,0,1.000,1.96,-0.9,.855,0,0,46.0,0,0,83.3%,6,5,50.0%,2,1,0.0%,1,0,60.0%,5,3,50.0%,2,1,4,0.0,0.8
6876,C.J. Cawrse,7,8,7,0,4,0,4,0,0,0,1.000,2.45,0.1,1.026,0,0,14.2,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,6,0.0,-0.2
6768,Mike Chappelle,13,8,22,22,47,1,46,0,0,0,1.000,2.06,-5.6,.842,0,0,205.0,0,0,93.9%,33,31,76.9%,13,10,50.0%,6,3,10.0%,10,1,11.1%,9,1,18,0.0,2.5
7209,Roman Chavez,12,8,23,23,70,0,69,1,0,0,.986,3.04,0.2,.997,0,0,204.0,0,0,98.0%,49,48,84.6%,13,11,87.5%,8,7,50.0%,6,3,0.0%,8,0,26,0.0,-0.5
6690,Justin Cliff,8,8,140,140,373,10,362,1,1,0,.997,2.71,12.2,1.052,0,0,1233.1,0,0,99.5%,221,220,95.2%,83,79,77.3%,44,34,48.9%,45,22,15.2%,46,7,116,0.0,6.7
6921,Steve Cooney,10,8,1,1,2,0,2,0,0,0,1.000,2.08,0.0,1.026,0,0,8.2,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
7079,Zach Copelin,16,8,3,3,8,0,8,0,0,0,1.000,2.67,0.4,1.026,0,0,27.0,0,0,100.0%,6,6,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,5,0.0,-0.1
7132,Andy Cottles,9,8,143,143,389,12,369,8,2,0,.979,2.74,-24.3,.916,0,0,1253.2,0,0,94.3%,262,247,74.7%,87,65,56.5%,62,35,36.4%,55,20,4.3%,47,2,123,0.0,16.3
6641,Kyle Court,20,8,43,43,100,2,97,1,0,0,.990,2.30,-8.4,.896,0,0,386.2,0,0,86.1%,72,62,84.6%,26,22,53.3%,15,8,38.5%,13,5,0.0%,7,0,35,0.0,6.2
6871,Ben Dines,11,8,25,25,55,2,53,0,0,0,1.000,2.23,-1.6,.954,0,0,221.2,0,0,90.0%,40,36,90.0%,10,9,60.0%,5,3,42.9%,7,3,33.3%,6,2,14,0.0,0.1
7080,Art Edwards,16,8,1,1,3,0,3,0,0,0,1.000,3.00,-0.5,.769,0,0,9.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
6715,Jerry Edwards,5,8,33,33,89,1,88,0,0,0,1.000,2.63,5.5,1.114,0,0,305.0,0,0,100.0%,56,56,100.0%,19,19,85.7%,7,6,54.5%,11,6,33.3%,3,1,19,0.0,3.3
6661,Byron Ehrlich,12,8,3,3,9,0,9,0,0,0,1.000,3.12,-0.7,.923,0,0,26.0,0,0,100.0%,5,5,75.0%,4,3,0.0%,2,0,100.0%,1,1,0.0%,0,0,0,0.0,0.1
7028,Mat Flynn,4,8,10,5,20,0,20,0,0,0,1.000,3.25,-0.3,.977,0,0,55.1,0,0,92.3%,13,12,100.0%,3,3,80.0%,5,4,33.3%,3,1,0.0%,2,0,4,0.0,1.3
7261,Heath Frederick,11,8,141,141,385,8,371,6,1,0,.984,2.70,25.0,1.113,0,0,1262.0,0,0,100.0%,232,232,100.0%,57,57,90.9%,44,40,62.7%,51,32,17.9%,56,10,100,0.0,-3.2
6663,Ben Glowacki,11,8,144,144,354,8,340,6,0,0,.983,2.48,-21.1,.910,0,0,1264.0,0,0,94.1%,255,240,75.7%,70,53,55.3%,47,26,39.0%,41,16,9.6%,52,5,131,0.0,-4.2
6789,Nelson Gonzales,7,8,121,117,251,2,246,3,1,0,.988,2.21,-16.1,.911,0,0,1010.1,0,0,93.6%,171,160,74.2%,62,46,63.6%,44,28,38.5%,26,10,5.0%,40,2,71,0.0,8.2
6533,Carlos Gonzalez,10,8,38,38,104,1,102,1,0,0,.990,2.78,6.0,1.101,0,0,333.0,0,0,100.0%,63,63,100.0%,19,19,83.3%,12,10,46.2%,13,6,26.7%,15,4,24,0.0,-1.5
7229,Ryan Griesbach,11,8,139,139,331,0,329,2,0,0,.994,2.41,-20.5,.902,0,0,1228.2,0,0,94.8%,229,217,71.9%,57,41,61.8%,55,34,42.3%,78,33,10.3%,39,4,113,0.0,16.9
7157,Beau Griffin,13,8,134,134,388,14,369,5,3,0,.987,2.93,-4.8,.980,0,0,1175.0,0,0,96.2%,234,225,85.0%,80,68,62.7%,59,37,52.2%,67,35,8.9%,45,4,126,0.0,-1.9
6819,Rusty Haines,13,8,142,142,436,14,419,3,2,0,.993,3.10,31.2,1.131,0,0,1256.1,0,0,99.6%,242,241,97.6%,82,80,87.9%,58,51,58.0%,50,29,30.5%,59,18,118,0.0,-2.6
6511,Oliver Hartwick,14,8,23,23,58,2,55,1,0,0,.983,2.51,-0.0,.973,0,0,204.2,0,0,97.0%,33,32,83.3%,12,10,71.4%,7,5,54.5%,11,6,28.6%,7,2,22,0.0,-0.1
6845,Chris Harz,17,8,24,24,60,2,57,1,1,0,.983,2.44,2.2,1.063,0,0,218.0,0,0,100.0%,37,37,100.0%,10,10,71.4%,7,5,62.5%,8,5,0.0%,7,0,16,0.0,0.1
7184,Rusty Hense,8,8,61,60,159,1,157,1,0,0,.994,2.63,-4.2,.976,0,0,541.2,0,0,98.2%,114,112,75.9%,29,22,50.0%,24,12,45.0%,20,9,8.3%,24,2,46,0.0,8.4
6637,Jeremy Henson,11,8,86,69,183,4,178,1,1,0,.995,2.62,-11.8,.890,0,0,624.0,0,0,90.2%,112,101,78.7%,47,37,74.3%,35,26,46.2%,26,12,7.1%,28,2,53,0.0,-2.0
7032,Josiah Holland,10,8,120,120,332,9,318,5,1,0,.985,2.82,-13.1,.940,0,0,1043.1,0,0,96.2%,211,203,75.7%,74,56,64.0%,50,32,34.0%,53,18,19.1%,47,9,94,0.0,-2.8
6797,Rich Holz,8,8,63,45,112,0,112,0,0,0,1.000,2.53,-4.8,.965,0,0,399.0,0,0,95.7%,92,88,82.4%,17,14,61.5%,13,8,13.3%,15,2,0.0%,13,0,25,0.0,6.8
6818,Josh Hoover,13,8,4,4,13,0,13,0,0,0,1.000,3.16,0.0,1.026,0,0,37.0,0,0,100.0%,10,10,100.0%,1,1,50.0%,4,2,0.0%,0,0,0.0%,0,0,3,0.0,0.4
6716,Chris Hunter,15,8,119,119,252,8,241,3,1,0,.988,2.09,-17.5,.889,0,0,1071.1,0,0,90.3%,176,159,78.7%,47,37,67.6%,37,25,41.0%,39,16,10.0%,40,4,101,0.0,-0.8
6585,Maurice Hutchinson,14,8,139,139,335,11,321,3,0,0,.991,2.38,-17.9,.920,0,0,1255.2,0,0,92.2%,232,214,80.0%,70,56,61.9%,42,26,45.1%,51,23,5.3%,38,2,97,0.0,-2.3
7213,Adam Imholt,11,8,139,139,396,7,388,1,0,0,.997,2.88,32.4,1.143,0,0,1233.2,0,0,100.0%,217,217,100.0%,73,73,84.5%,58,49,66.7%,51,34,36.6%,41,15,93,0.0,-2.5
