ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
6588,Bryant Anderson,14,6,6,6,33,20,12,1,4,0,.970,5.43,-0.5,.917,0,0,53.0,0,0,95.0%,20,19,0.0%,1,0,75.0%,4,3,0.0%,4,0,25.0%,4,1,1,0.0,0.0
7051,Matt Anderson,12,6,76,25,170,129,39,2,20,0,.988,4.45,5.5,1.069,0,0,339.2,0,0,97.4%,115,112,76.9%,13,10,66.7%,15,10,53.8%,13,7,16.7%,18,3,6,0.0,0.0
7181,Chris Aversa,5,6,16,2,20,12,7,1,2,0,.950,3.89,-0.6,.883,0,0,44.0,0,0,93.3%,15,14,100.0%,1,1,50.0%,2,1,0.0%,2,0,0.0%,2,0,2,0.0,0.0
6609,Mike Baker,12,6,115,115,583,386,185,12,83,0,.979,4.91,13.1,1.072,0,0,1046.0,0,0,93.1%,349,325,75.0%,44,33,63.8%,47,30,29.6%,54,16,34.3%,67,23,25,0.0,0.0
7024,Tim Beideman,8,6,27,25,110,69,37,4,8,0,.964,4.20,-3.9,.909,0,0,227.1,0,0,91.7%,84,77,33.3%,9,3,38.9%,18,7,50.0%,4,2,0.0%,15,0,5,0.0,0.0
7055,Josh Bernard,7,6,137,137,540,362,169,9,56,0,.983,4.37,-6.3,.963,0,0,1093.2,0,0,93.9%,358,336,54.1%,37,20,50.9%,53,27,19.7%,71,14,13.3%,75,10,16,0.0,0.0
6713,Ryan Bevers,6,6,144,144,640,465,167,8,94,0,.988,4.50,24.5,1.120,0,0,1262.2,0,0,96.8%,344,333,77.1%,48,37,61.2%,67,41,47.1%,68,32,26.5%,98,26,19,0.0,0.0
7103,Haykuni Beyburtian,7,6,135,135,574,376,176,22,72,0,.962,4.13,-18.9,.907,0,0,1202.2,0,0,89.3%,394,352,55.1%,49,27,39.3%,61,24,16.7%,66,11,16.3%,92,15,15,0.0,0.0
6635,Jimmy Bowers,12,6,135,135,621,436,176,9,85,0,.986,4.60,21.1,1.093,0,0,1197.1,0,0,98.1%,366,359,60.0%,35,21,57.8%,64,37,44.3%,61,27,32.3%,93,30,19,0.0,0.0
6460,Ray Briner,18,6,46,46,210,133,72,5,33,0,.976,4.44,4.4,1.076,0,0,416.0,0,0,95.8%,120,115,62.5%,16,10,76.0%,25,19,21.1%,19,4,15.6%,32,5,5,0.0,0.0
6947,Gustavo Briones,16,6,21,21,95,68,21,6,15,0,.937,4.22,0.2,1.019,0,0,190.0,0,0,90.3%,62,56,80.0%,5,4,57.1%,21,12,25.0%,12,3,16.7%,12,2,5,0.0,0.0
6687,Jose Campos,12,6,22,22,96,67,28,1,19,0,.990,4.42,-0.8,.958,0,0,193.1,0,0,95.3%,64,61,60.0%,5,3,62.5%,8,5,12.5%,16,2,18.2%,11,2,4,0.0,0.0
6717,Kevin Carlisle,16,6,45,18,92,67,21,4,13,0,.957,3.88,-2.8,.918,0,0,204.1,0,0,90.5%,63,57,54.5%,11,6,55.6%,9,5,16.7%,6,1,0.0%,15,0,6,0.0,0.0
6894,Phil Chambers,13,6,37,37,154,110,38,6,15,0,.961,4.13,-5.9,.913,0,0,322.2,0,0,88.1%,118,104,56.2%,16,9,35.3%,17,6,30.0%,20,6,4.5%,22,1,2,0.0,0.0
6583,Justin Chesley,6,6,17,16,84,58,23,3,7,0,.964,4.85,0.9,1.038,0,0,150.1,0,0,93.8%,48,45,66.7%,3,2,50.0%,6,3,45.5%,11,5,10.0%,10,1,4,0.0,0.0
6453,Dan Clay,10,6,116,116,556,369,183,4,88,0,.993,4.80,19.4,1.128,0,0,1035.0,0,0,95.6%,321,307,67.9%,53,36,61.3%,62,38,37.9%,58,22,32.8%,64,21,18,0.0,0.0
6738,Mark Clements,17,6,23,23,94,55,30,9,12,0,.904,3.78,-6.6,.818,0,0,202.1,0,0,83.9%,62,52,27.3%,11,3,16.7%,6,1,36.4%,11,4,0.0%,18,0,5,0.0,0.0
6921,Steve Cooney,10,6,140,140,668,454,203,11,84,0,.984,4.77,17.7,1.069,0,0,1238.2,0,0,94.8%,384,364,73.7%,57,42,64.8%,71,46,31.7%,63,20,32.0%,97,31,24,0.0,0.0
6739,Zack Denison,8,6,139,139,659,439,203,17,87,0,.974,4.67,21.4,1.119,0,0,1237.0,0,0,93.4%,395,369,61.9%,42,26,68.3%,82,56,38.0%,71,27,30.1%,93,28,23,0.0,0.0
6999,Ben Derrick,12,6,102,102,432,303,121,8,69,0,.981,4.22,-7.8,.959,0,0,904.0,0,0,92.5%,279,258,47.6%,42,20,37.5%,48,18,23.1%,39,9,15.2%,66,10,18,0.0,0.0
7207,Scott Doolin,13,6,139,139,589,397,178,14,93,0,.976,4.21,-17.9,.915,0,0,1228.0,0,0,90.2%,379,342,41.7%,48,20,48.5%,66,32,22.1%,77,17,10.3%,87,9,13,0.0,0.0
6661,Byron Ehrlich,12,6,138,138,600,394,188,18,92,0,.970,4.35,-18.2,.902,0,0,1204.1,0,0,90.1%,415,374,38.6%,44,17,38.5%,52,20,26.3%,57,15,17.9%,78,14,24,0.0,0.0
7231,Larry Garner,12,6,2,0,1,0,1,0,0,0,1.000,3.00,-0.1,.000,0,0,3.0,0,0,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7185,Oscar Gerosa,16,6,70,70,285,186,91,8,39,0,.972,4.20,-8.9,.920,0,0,593.2,0,0,85.3%,204,174,48.0%,25,12,50.0%,28,14,29.7%,37,11,22.0%,50,11,8,0.0,0.0
6789,Nelson Gonzales,7,6,6,6,21,13,6,2,1,0,.905,3.29,-1.0,.815,0,0,52.0,0,0,83.3%,12,10,60.0%,5,3,50.0%,2,1,33.3%,3,1,0.0%,1,0,1,0.0,0.0
6533,Carlos Gonzalez,10,6,5,5,22,10,8,4,2,0,.818,3.77,-2.7,.655,0,0,43.0,0,0,68.8%,16,11,0.0%,1,0,0.0%,0,0,0.0%,2,0,0.0%,3,0,0,0.0,0.0
6816,Blake Goodwin,15,6,21,21,105,74,30,1,12,0,.990,4.98,3.8,1.106,0,0,188.0,0,0,93.2%,59,55,75.0%,8,6,80.0%,10,8,31.2%,16,5,33.3%,21,7,1,0.0,0.0
7266,Joe Hariton,7,6,9,9,41,26,12,3,1,0,.927,3.89,-1.9,.869,0,0,88.0,0,0,89.7%,29,26,100.0%,1,1,16.7%,6,1,40.0%,10,4,8.3%,12,1,2,0.0,0.0
6817,Darius Hillard,9,6,141,141,652,463,175,14,84,0,.979,4.61,16.7,1.069,0,0,1245.1,0,0,96.0%,405,389,63.5%,52,33,58.0%,69,40,40.0%,75,30,26.5%,83,22,27,0.0,0.0
7211,Andy Hough,9,6,8,6,20,14,5,1,1,0,.950,3.00,-0.9,.891,0,0,57.0,0,0,84.6%,13,11,50.0%,2,1,50.0%,4,2,25.0%,4,1,0.0%,1,0,0,0.0,0.0
6874,Ricky Hutson,11,6,21,21,102,67,33,2,13,0,.980,4.84,-3.8,.939,0,0,186.0,0,0,86.4%,81,70,60.0%,5,3,46.7%,15,7,0.0%,8,0,7.1%,14,1,4,0.0,0.0
6666,Brett Johnson,11,6,28,24,90,60,28,2,11,0,.978,3.62,-2.6,.910,0,0,218.2,0,0,91.0%,67,61,0.0%,4,0,33.3%,9,3,44.4%,9,4,23.1%,13,3,7,0.0,0.0
6555,Justin Johnson,19,6,27,27,106,71,33,2,18,0,.981,3.85,-1.6,.947,0,0,243.0,0,0,89.2%,74,66,46.2%,13,6,73.3%,15,11,11.1%,9,1,25.0%,16,4,6,0.0,0.0
6796,Isaiah Jones,21,6,2,2,11,8,2,1,1,0,.909,5.00,-0.1,.917,0,0,18.0,0,0,87.5%,8,7,0.0%,0,0,100.0%,2,2,0.0%,0,0,0.0%,1,0,0,0.0,0.0
7258,Terry Killin,12,6,4,4,9,5,4,0,1,0,1.000,2.31,-0.9,.849,0,0,35.0,0,0,83.3%,6,5,50.0%,2,1,0.0%,2,0,0.0%,1,0,0.0%,3,0,0,0.0,0.0
6793,Tim King,15,6,3,3,14,7,6,1,2,0,.929,4.33,-0.4,.905,0,0,27.0,0,0,100.0%,5,5,50.0%,2,1,40.0%,5,2,0.0%,0,0,0.0%,1,0,0,0.0,0.0
7159,Nick Klipstein,11,6,119,119,513,340,161,12,57,0,.977,4.34,-16.8,.924,0,0,1039.0,0,0,90.0%,351,316,38.2%,55,21,40.3%,62,25,27.4%,62,17,9.9%,81,8,18,0.0,-0.2
7232,Brett Kohn,8,6,22,22,111,75,32,4,13,0,.964,4.99,2.2,1.075,0,0,193.0,0,0,90.1%,81,73,100.0%,3,3,80.0%,10,8,42.9%,7,3,20.0%,15,3,0,0.0,0.0
6510,Scott Lane,4,6,132,132,497,343,147,7,79,0,.986,3.73,-14.5,.909,0,0,1181.1,0,0,88.6%,334,296,67.7%,31,21,44.6%,56,25,28.0%,75,21,8.5%,59,5,14,0.0,0.0
6503,Bobby Lutz,16,6,8,8,27,18,8,1,3,0,.963,3.30,-1.0,.873,0,0,71.0,0,0,85.7%,14,12,0.0%,1,0,66.7%,6,4,20.0%,5,1,20.0%,5,1,0,0.0,0.0
7128,Jay McGrath,9,6,136,136,552,359,174,19,67,0,.966,4.24,-20.4,.907,0,0,1130.1,0,0,87.4%,413,361,47.8%,46,22,46.4%,56,26,16.7%,60,10,17.6%,74,13,26,0.0,0.0
6531,Danny McNett,15,6,141,141,675,465,192,18,88,0,.973,4.70,14.1,1.068,0,0,1257.0,0,0,93.6%,422,395,69.6%,46,32,63.2%,68,43,38.6%,57,22,22.8%,92,21,14,0.0,0.0
6587,Steve Minton,6,6,142,141,626,427,189,10,103,0,.984,4.37,17.3,1.092,0,0,1267.1,0,0,94.9%,390,370,59.6%,52,31,73.2%,56,41,35.9%,64,23,25.7%,74,19,23,0.0,0.0
7056,Kurt Mowatt,20,6,1,0,2,2,0,0,0,0,1.000,9.00,0.2,1.019,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
6765,Ray Musser,7,6,23,23,98,66,30,2,11,0,.980,4.14,1.7,1.049,0,0,208.2,0,0,90.9%,66,60,55.6%,9,5,100.0%,8,8,50.0%,6,3,15.4%,13,2,3,0.0,-0.2
6691,Josh Newman,14,6,140,140,588,397,172,19,84,0,.968,4.13,11.8,1.040,0,0,1241.1,0,0,93.5%,337,315,75.0%,36,27,65.7%,67,44,33.3%,57,19,32.5%,83,27,19,0.0,0.0
6484,Sam O'Brien,13,6,138,138,617,413,187,17,76,0,.972,4.30,18.4,1.112,0,0,1255.0,0,0,95.6%,367,351,59.6%,47,28,58.5%,65,38,44.9%,49,22,25.0%,96,24,18,0.0,0.0
6977,Jay O'Hern,16,6,135,135,572,355,185,32,71,0,.944,4.07,-32.2,.857,0,0,1193.0,0,0,86.0%,415,357,40.0%,45,18,36.6%,71,26,15.5%,71,11,12.8%,78,10,26,0.0,0.0
6843,John Ostrovsky,8,6,142,142,724,489,219,16,128,0,.978,4.99,16.6,1.075,0,0,1278.0,0,0,93.9%,395,371,71.9%,57,41,66.2%,71,47,33.3%,84,28,26.4%,87,23,20,0.0,0.0
7233,Daniel Pace,4,6,140,140,676,481,182,13,97,0,.981,4.83,14.0,1.070,0,0,1235.1,0,0,95.8%,425,407,63.3%,49,31,55.2%,58,32,34.1%,85,29,20.8%,96,20,22,0.0,0.0
7134,Gerardo Perez,10,6,20,20,76,54,20,2,7,0,.974,3.79,-5.1,.851,0,0,175.2,0,0,88.5%,61,54,42.9%,7,3,16.7%,12,2,27.3%,11,3,7.7%,13,1,4,0.0,0.0
6613,John Porter,12,6,47,47,224,144,76,4,37,0,.982,4.74,-6.7,.924,0,0,418.0,0,0,90.4%,146,132,36.4%,22,8,31.2%,16,5,14.3%,14,2,16.1%,31,5,4,0.0,0.0
6639,Ryan Reese,12,6,27,27,115,78,35,2,14,0,.983,4.16,-3.0,.918,0,0,244.1,0,0,90.9%,77,70,72.7%,11,8,41.2%,17,7,25.0%,12,3,7.1%,14,1,5,0.0,0.2
6509,Bobby Rider,11,6,22,22,78,46,29,3,9,0,.962,3.36,-3.4,.891,0,0,200.2,0,0,86.0%,57,49,25.0%,4,1,40.0%,5,2,20.0%,10,2,18.2%,22,4,3,0.0,0.0
6895,Eddie Rivera,5,6,126,125,516,355,149,12,84,0,.977,4.07,-14.5,.920,0,0,1115.0,0,0,89.2%,362,323,55.9%,34,19,38.3%,60,23,31.7%,41,13,12.7%,71,9,20,0.0,0.0
7205,John Rodgers,10,6,17,17,82,59,23,0,11,0,1.000,4.59,-0.3,.985,0,0,160.2,0,0,95.1%,61,58,25.0%,4,1,53.8%,13,7,0.0%,4,0,25.0%,8,2,2,0.0,0.0
7188,Chris Sailors,11,6,90,90,409,273,121,15,73,0,.963,4.39,-18.1,.895,0,0,807.0,0,0,88.2%,279,246,32.3%,31,10,35.7%,42,15,10.0%,50,5,16.4%,67,11,15,0.0,0.0
7025,Ian Schumann,15,6,137,137,712,499,194,19,90,0,.973,5.05,18.4,1.076,0,0,1234.1,0,0,93.9%,444,417,71.9%,32,23,66.2%,80,53,40.6%,69,28,27.4%,95,26,24,0.0,0.0
6869,Chris Schweiger,10,6,141,141,646,437,196,13,93,0,.980,4.56,16.0,1.073,0,0,1248.1,0,0,95.4%,391,373,66.7%,45,30,68.9%,61,42,45.8%,59,27,16.7%,84,14,23,0.0,-0.2
7259,John Scozzari,7,6,142,142,627,439,169,19,85,0,.970,4.33,10.5,1.045,0,0,1265.0,0,0,94.5%,403,381,65.9%,41,27,57.4%,68,39,34.0%,50,17,24.7%,93,23,23,0.0,0.0
7077,Doug Segura,14,6,140,140,629,432,175,22,99,0,.965,4.43,11.3,1.051,0,0,1233.2,0,0,92.4%,384,355,65.9%,44,29,63.5%,63,40,35.6%,73,26,31.9%,69,22,19,0.0,0.0
7155,Jim Sheffield,15,6,45,43,197,124,66,7,19,0,.964,4.45,-6.3,.886,0,0,384.1,0,0,87.3%,134,117,50.0%,12,6,50.0%,24,12,35.7%,28,10,17.2%,29,5,6,0.0,0.0
6505,Matt Simpson,3,6,11,0,9,4,5,0,2,0,1.000,4.34,-0.1,1.019,0,0,18.2,0,0,100.0%,4,4,0.0%,1,0,50.0%,2,1,0.0%,0,0,0.0%,1,0,0,0.0,0.0
6951,Ryan Simpson,8,6,141,141,669,443,215,11,95,0,.984,4.80,18.8,1.105,0,0,1233.2,0,0,96.3%,407,392,59.5%,42,25,62.0%,79,49,40.0%,70,28,19.0%,100,19,20,0.0,0.0
6973,Josh Spenner,7,6,27,27,110,78,31,1,22,0,.991,4.05,-1.9,.991,0,0,242.0,0,0,91.8%,73,67,55.6%,9,5,36.8%,19,7,25.0%,12,3,6.2%,16,1,6,0.0,0.0
6848,Vance Starnes,11,6,3,3,10,8,1,1,2,0,.900,3.12,-0.4,.905,0,0,26.0,0,0,100.0%,7,7,0.0%,2,0,0.0%,1,0,0.0%,0,0,50.0%,2,1,1,0.0,0.0
7076,Chad Sullins,14,6,21,21,82,59,22,1,13,0,.988,3.65,-0.3,.984,0,0,200.0,0,0,93.3%,60,56,80.0%,5,4,62.5%,8,5,11.1%,9,1,10.0%,10,1,4,0.0,0.0
