ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
6642,Marc Adkison,12,9,112,105,181,7,169,5,2,0,.972,1.67,-6.5,.935,0,0,948.0,0,0,96.8%,125,121,82.9%,41,34,50.0%,14,7,17.9%,28,5,4.8%,42,2,53,0.0,2.4
6954,Josh Albin,15,9,16,16,28,0,27,1,0,0,.964,1.79,0.2,.994,0,0,136.0,0,0,100.0%,17,17,87.5%,8,7,50.0%,2,1,50.0%,4,2,0.0%,5,0,5,0.0,-0.5
7054,Kyle Baker,14,9,142,142,294,9,280,5,0,0,.983,2.07,16.0,1.094,0,0,1254.1,0,0,100.0%,194,194,100.0%,46,46,75.0%,24,18,42.9%,28,12,14.7%,68,10,77,0.0,-0.1
6771,Chris Balkey,4,9,42,42,71,1,68,2,1,0,.972,1.66,-1.7,.964,0,0,373.0,0,0,98.0%,51,50,83.3%,12,10,45.5%,11,5,25.0%,12,3,0.0%,11,0,27,0.0,-0.5
7236,Brian Bear,16,9,134,134,289,7,279,3,0,0,.990,2.17,10.0,1.059,0,0,1185.0,0,0,100.0%,211,211,97.7%,44,43,53.8%,13,7,32.4%,34,11,13.2%,53,7,73,0.0,0.7
6537,John Bennett,10,9,16,16,32,2,30,0,0,0,1.000,2.04,0.8,1.029,0,0,141.0,0,0,100.0%,19,19,100.0%,5,5,57.1%,7,4,50.0%,2,1,10.0%,10,1,9,0.0,0.1
6975,Michael Biggs,23,9,34,34,46,1,45,0,0,0,1.000,1.39,-1.3,.972,0,0,298.0,0,0,96.9%,32,31,91.7%,12,11,60.0%,5,3,0.0%,8,0,0.0%,9,0,19,0.0,2.4
7131,Josh Black,12,9,124,124,260,2,253,5,0,0,.981,2.10,12.6,1.074,0,0,1090.2,0,0,99.4%,180,179,97.4%,38,37,81.2%,16,13,35.3%,34,12,17.4%,69,12,83,0.0,7.6
6538,Luis Briones,12,9,144,144,257,12,243,2,3,0,.992,1.80,7.9,1.061,0,0,1276.2,0,0,100.0%,190,190,100.0%,32,32,46.7%,15,7,28.6%,28,8,11.8%,51,6,73,0.0,2.4
6486,Randy Buttrum,22,9,88,85,150,5,142,3,0,0,.980,1.71,-8.1,.921,0,0,771.2,0,0,94.2%,120,113,68.0%,25,17,50.0%,14,7,16.7%,18,3,8.0%,25,2,41,0.0,0.5
6794,Mike Carestia,8,9,19,0,8,1,7,0,0,0,1.000,2.67,-0.1,.994,0,0,27.0,0,0,100.0%,7,7,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,2,0,0,0.0,0.6
6485,Jason Carroll,4,9,29,28,48,0,47,1,0,0,.979,1.73,-2.1,.933,0,0,244.2,0,0,97.2%,36,35,90.0%,10,9,20.0%,5,1,22.2%,9,2,0.0%,10,0,16,0.0,1.4
6768,Mike Chappelle,13,9,120,120,231,5,222,4,1,0,.983,1.88,13.0,1.085,0,0,1086.1,0,0,100.0%,160,160,100.0%,29,29,82.4%,17,14,38.1%,21,8,22.4%,49,11,49,0.0,-0.3
7182,Micah Cliett,7,9,22,22,37,0,34,3,0,0,.919,1.51,-3.8,.886,0,0,202.0,0,0,87.5%,32,28,71.4%,7,5,33.3%,3,1,0.0%,4,0,0.0%,9,0,14,0.0,2.4
6690,Justin Cliff,8,9,2,2,3,0,3,0,0,0,1.000,1.59,0.0,.994,0,0,17.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,3,0.0,0.0
6870,Austin Cook,7,9,141,141,214,7,202,5,1,0,.977,1.51,-13.4,.923,0,0,1242.1,0,0,94.9%,175,166,75.0%,32,24,32.0%,25,8,15.4%,26,4,0.0%,55,0,72,0.0,5.9
6560,Mike Cooke,10,9,45,45,61,4,57,0,1,0,1.000,1.44,-1.6,.941,0,0,381.1,0,0,91.1%,45,41,88.9%,9,8,50.0%,6,3,44.4%,9,4,9.1%,11,1,22,0.0,1.2
6641,Kyle Court,20,9,22,15,38,3,35,0,0,0,1.000,2.48,-0.8,.965,0,0,138.0,0,0,96.6%,29,28,71.4%,7,5,100.0%,1,1,50.0%,2,1,0.0%,7,0,7,0.0,0.9
6871,Ben Dines,11,9,8,8,12,0,12,0,0,0,1.000,1.52,-0.2,.994,0,0,71.0,0,0,100.0%,7,7,60.0%,5,3,100.0%,2,2,0.0%,0,0,0.0%,1,0,5,0.0,0.1
7208,Dan Ebron,4,9,104,104,181,2,177,2,0,0,.989,1.73,-4.5,.960,0,0,930.0,0,0,96.6%,147,142,96.3%,27,26,37.5%,8,3,13.3%,30,4,4.7%,43,2,53,0.0,6.7
7080,Art Edwards,16,9,141,141,245,13,228,4,2,0,.984,1.74,-2.1,.985,0,0,1243.2,0,0,96.7%,184,178,85.3%,34,29,55.6%,18,10,29.6%,27,8,6.1%,49,3,76,0.0,2.9
6636,Ted Firmin,11,9,31,31,56,1,55,0,0,0,1.000,1.92,-0.6,.976,0,0,262.2,0,0,97.6%,42,41,90.9%,11,10,50.0%,4,2,0.0%,5,0,15.4%,13,2,11,0.0,2.5
7028,Mat Flynn,4,9,24,21,51,0,50,1,0,0,.980,2.29,1.0,1.039,0,0,196.1,0,0,100.0%,36,36,80.0%,10,8,75.0%,4,3,33.3%,6,2,7.7%,13,1,11,0.0,1.8
6662,Josh French,13,9,123,123,212,1,209,2,0,0,.991,1.76,-10.7,.934,0,0,1071.2,0,0,94.7%,170,161,77.5%,40,31,56.0%,25,14,11.1%,27,3,0.0%,43,0,76,0.0,6.3
6508,Kyle Gearhart,7,9,143,143,312,10,299,3,1,0,.990,2.14,14.6,1.076,0,0,1298.0,0,0,99.5%,214,213,97.9%,47,46,70.8%,24,17,42.9%,35,15,17.0%,47,8,74,0.0,2.0
7157,Beau Griffin,13,9,4,4,4,0,4,0,0,0,1.000,1.03,-0.1,.994,0,0,35.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,1,0,0,0.0,0.3
6511,Oliver Hartwick,14,9,20,19,37,0,37,0,0,0,1.000,1.92,-1.1,.994,0,0,173.2,0,0,96.9%,32,31,83.3%,6,5,20.0%,5,1,0.0%,0,0,0.0%,6,0,9,0.0,2.0
7184,Rusty Hense,8,9,2,2,5,0,5,0,0,0,1.000,3.00,0.7,1.242,0,0,15.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,3,0.0,0.0
6637,Jeremy Henson,11,9,2,2,2,0,2,0,0,0,1.000,1.00,0.0,.994,0,0,18.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,-0.0
7210,Edgar Hernandez,17,9,54,53,85,3,80,2,0,0,.976,1.59,-6.7,.892,0,0,470.2,0,0,94.3%,70,66,64.3%,14,9,40.0%,10,4,0.0%,7,0,5.0%,20,1,32,0.0,-1.6
