ID,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
27643,G. RAMÍREZ,,ARI,MLB,25,9,1.5 Stars,2.0 Stars,N,N,Normal,1,1,1,7,10,7,9,1,5,6,4,48,42,171,98,71,2,21,0,1.9,0,0,378.0,0,0,89.0%,82,73,84.6%,13,11,61.1%,18,11,29.6%,27,8,14.3%,21,3,10,0.0,0.0
37645,Á. GUSMÁN,,COL,AA,29,10,1.5 Stars,2.0 Stars,N,N,Normal,1,1,1,9,10,10,8,7,10,10,4,1,0,1,0,1,0,0,0,-0.0,0,0,3.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
35036,E. BURCH,,OAK,AAA,32,12,2.0 Stars,2.0 Stars,H,N,Humble,1,1,1,5,5,3,5,3,6,1,4,38,32,151,85,63,3,23,0,-4.5,0,0,290.2,0,0,88.0%,83,73,66.7%,15,10,40.0%,10,4,6.2%,16,1,6.2%,16,1,8,0.0,0.0
37743,J. CONTRERAS,,LAA,AAA,24,7,2.0 Stars,2.5 Stars,N,N,Normal,1,1,1,7,8,3,7,3,5,2,4,8,7,31,19,12,0,5,0,0.1,0,0,66.0,0,0,86.7%,15,13,66.7%,3,2,100.0%,3,3,16.7%,6,1,0.0%,2,0,3,0.0,0.0
26916,P. CORDERO,,SDN,AAA,24,7,1.5 Stars,2.0 Stars,N,N,Prankster,1,1,1,7,5,4,6,2,4,2,4,11,8,37,20,15,2,5,0,-2.0,0,0,75.0,0,0,80.8%,26,21,50.0%,2,1,75.0%,4,3,0.0%,5,0,0.0%,4,0,7,0.0,0.0
32494,R. FARRIS,,MIA,AAA,24,8,2.0 Stars,2.0 Stars,N,N,Normal,1,1,1,5,5,4,6,6,5,2,4,1,1,4,3,1,0,0,0,0.1,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
31436,L. TURNER,,CAR,AAA,29,13,2.5 Stars,2.5 Stars,H,H,Normal,1,1,1,3,5,6,5,1,4,4,4,2,0,2,1,1,0,0,0,-0.0,0,0,2.0,0,0,0.0%,0,0,0.0%,0,0,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
32005,M. WHITNEY,,SDN,AAA,27,9,2.0 Stars,2.0 Stars,H,H,Normal,1,1,1,7,6,9,8,6,5,7,4,1,0,1,1,0,0,1,0,0.0,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
29288,F. TORRES,,NYA,AAA,25,10,2.5 Stars,2.5 Stars,H,H,Normal,1,1,1,8,6,7,7,2,4,6,4,5,0,3,1,2,0,0,0,-0.0,0,0,7.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
26833,G. ARNOUTS,,DET,MLB,23,6,2.5 Stars,2.5 Stars,N,N,Normal,1,1,1,7,5,4,5,5,5,3,4,1,1,1,1,0,0,0,0,0.3,0,0,8.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
